no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_1029,2015,287.8669608,3.614433243,209.6007733,591.3508825,1471.206743,14.11650464,1.181000182,-3491.810612,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2016,287.9203512,3.648191178,209.9053255,595.1830878,1461.940487,14.1507938,1.223329992,5995.297028,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2017,287.8499573,3.704440384,210.3677867,630.1816321,1469.627766,14.11314007,1.216907963,1927.362308,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2018,287.9109627,3.69405181,215.8902829,530.9800417,1470.884176,14.10886616,1.160960714,2690.791474,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2019,288.0540731,3.684214867,214.6500085,553.848012,1537.226565,14.1107756,1.124832449,3413.788755,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2020,287.8509841,3.637226307,210.8590706,555.297188,1509.091727,14.07973388,1.178578033,-4179.274839,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2021,287.6843237,3.755357799,210.4111795,648.8666623,1435.663013,14.22252259,1.217082131,3618.736453,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2022,287.9343768,3.66437672,212.7948579,570.9626309,1492.206145,14.20881415,1.235195269,1448.532239,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2023,288.1363951,3.671496022,213.4751999,499.7305437,1477.898057,13.984787,1.220527581,-404.2801064,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2024,288.1287507,3.642868277,214.2756282,494.3654703,1535.234879,13.78938827,1.174935231,736.3879256,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2025,288.1948964,3.689259521,216.4827646,489.1563569,1488.277438,13.74339908,1.098839735,721.0273743,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2026,288.4713854,3.623049862,212.1355385,539.0984528,1533.23843,13.87128052,1.179649062,829.1347616,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2027,288.905965,3.666638157,214.2588533,512.4210763,1569.692258,13.7603919,1.188960829,-532.9500511,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2028,288.3410973,3.66606476,212.6114368,579.7510089,1513.709512,13.77548336,1.19445346,406.7078776,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2029,288.393393,3.728330906,209.5184662,632.4442567,1484.305419,13.98924703,1.235465741,5175.277599,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2030,288.6956076,3.609558378,214.6357451,507.8636031,1513.374515,13.96012448,1.22280541,-2248.831593,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2031,288.5018033,3.67680126,214.3569379,584.6660145,1532.876825,13.89401832,1.239313923,2990.666701,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2032,288.8099642,3.566439205,216.4327702,537.760718,1543.719632,13.97894363,1.260002661,5697.343909,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2033,288.6094953,3.700507701,212.2403024,600.0298145,1547.22775,13.9936123,1.283962122,5230.135351,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2034,288.7188037,3.628749058,212.1233183,622.3991869,1556.513975,14.06803973,1.272209071,2693.174863,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2035,288.9257946,3.649931085,216.6451079,560.933329,1557.442398,14.04379985,1.248821389,2612.560211,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2036,288.819707,3.638954401,213.3344441,570.7776528,1538.334768,14.10385781,1.258921914,-937.5777756,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2037,289.1494079,3.586973129,214.3736124,519.2135417,1569.020828,13.91854854,1.306183281,-978.1622927,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2038,288.8401816,3.635445853,214.0395756,545.8201049,1556.762627,13.88844397,1.273996839,6344.160189,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2039,288.8678851,3.616651989,214.7028145,576.6265423,1558.771731,13.84815297,1.188824081,-2277.07356,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2040,289.2189845,3.545579942,215.2920925,490.2183183,1592.451666,13.82830748,1.227171949,7009.157612,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2041,288.793572,3.614694474,211.2476677,587.2384859,1552.430649,13.85725018,1.229046675,5255.501438,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2042,289.1923194,3.637247255,214.0230891,514.4262847,1561.950254,13.7456541,1.232414708,-4500.677213,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2043,288.9693355,3.702727626,213.3511837,568.0202119,1622.810148,13.85748436,1.248733687,2687.27543,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
