no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_1029,2015,288.021658,3.661444454,210.4720746,569.0276276,1489.596361,13.98193727,1.199833923,4013.196732,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2016,287.6315722,3.719039263,213.4393586,523.980104,1511.287945,13.96468065,1.095809592,3969.187059,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2017,287.6437528,3.731319577,211.5612105,562.3303087,1491.742434,13.95361764,1.125941508,3771.541033,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2018,287.8898416,3.760168849,211.1946377,579.5035947,1520.696255,13.92353739,1.139043068,3254.00845,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2019,287.7319415,3.698688468,211.7308858,592.4622243,1506.520391,13.99659468,1.155628478,3968.982722,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2020,287.879614,3.6624925,211.4845735,593.614473,1496.188768,14.111005,1.179931238,3495.340732,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2021,287.9642517,3.664893297,214.6238117,519.9159842,1535.102286,14.03765677,1.148381867,3449.318013,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2022,288.4008147,3.617582149,213.5713121,520.7237392,1528.892374,13.97914141,1.221575828,4635.928375,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2023,288.3494532,3.753881945,212.8250138,562.4796963,1547.051226,13.94222102,1.21636481,3310.199727,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
element_1029,2024,288.2110784,3.709601343,215.0773956,498.6249514,1570.521285,13.90112861,1.204027807,3774.809162,1123.406552,3.459488697,74073.4,1.898676627,23.0075708,34.83956399,37.39451179,26.32578468,32.47708511,33.2786293,6
