no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster,p-n,AET,R
element_4640,1985,253.0511798,6.264798335,120.9103316,223.9413656,200.6826498,22.58348706,1.80E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9479538,148.086792,75.85457363
element_4640,1986,252.8732949,6.347574194,121.288607,224.2404341,194.9457695,22.58330563,1.70E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.916675,144.9513302,79.28910386
element_4640,1987,252.8293312,6.44844433,121.2584986,241.7939625,198.7516306,22.58224782,1.71E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.916675,151.3019466,90.4920159
element_4640,1988,253.6309203,6.349811106,121.4873685,252.2619456,205.0162116,22.58341833,1.84E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9085711,156.5552254,95.70672021
element_4640,1989,253.4268927,6.352773601,121.8622856,264.2644982,200.2610722,22.583038,1.61E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9061397,157.0447824,107.2197158
element_4640,1990,253.7600956,6.316625869,120.9789217,238.9791047,204.4204848,22.58228503,1.50E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9479538,153.9343536,85.04475114
element_4640,1991,253.8705621,6.429604713,121.0522931,217.8740698,205.0382964,22.58282792,1.89E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9479538,147.9428853,69.93118448
element_4640,1992,253.4363913,6.483530404,119.5404211,232.1898964,200.6338971,22.58324854,1.30E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9622449,150.8160529,81.37384351
element_4640,1993,253.6444208,6.261396442,120.516891,222.6526134,204.5341834,22.58349497,1.33E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.9445945,149.1535903,73.49902308
element_4640,1994,253.7297087,6.363741605,121.2744991,252.0133085,208.2545681,22.58391046,1.96E-06,0,1678.769506,0.326063521,210574.6,2.880334071,34.54762066,-28.03952952,77.32103354,10.0550518,38.60931015,32.78674316,9,1.916675,158.1927907,93.82051785
