Filename,eps_PPT,eps_PET,eps_n,dRPPT,dRPET,dRCC,dRn,dR,pPPT,pPET,pCC,pn,hisR,dis_n,v_4_LAI,v_4_PPT,v_4_AET,v_4_R,v_7_LAI,v_7_PPT,v_7_AET,v_7_R,v_10_LAI,v_10_PPT,v_10_AET,v_10_R,r_4_LAI,r_4_PPT,r_4_AET,r_4_R,r_7_LAI,r_7_PPT,r_7_AET,r_7_R,r_10_LAI,r_10_PPT,r_10_AET,r_10_R,tree_4,tree_7,tree_10,v_tree_4,v_tree_7,v_tree_10
element_0,2.5182488436932937,-1.5182488436936945,-7.81627476031743,0.006498216481137355,-0.005750715030935263,0.000747501450202092,0.007216205426177464,0.007963706876379557,81.59788628598496,-72.21153566050941,9.386350625475544,90.61364937452444,0.018043834066666667,-0.06522406000000003,-0.06917325333333334,2.397605961000007,2.3913930559999947,0.006212906633333334,-0.03535983463333334,-0.33210949499999387,-0.3295580380000054,-0.0025514580666666682,-0.007797226133333335,2.007600448999998,2.0015921240000054,0.006008323633333333,-56.35059757882003,8.00178918800481,7.985863247181764,34.432297539306056,-28.80517708593037,-1.1083848678855868,-1.1005323515824326,-14.140332133624039,-6.351853222129675,6.700181692883995,6.684154634803857,33.29848640335719,0.113428008,0.0712069195,0.11864054639999999,0.00842401679999999,-0.033797071700000014,0.013636555199999983
element_1,2.3277759212262,-1.3277759212266038,-7.071460951993818,0.03501413533980402,-0.009469091930761177,0.025545043409042845,0.00015468347988682334,0.02569972688892967,136.24321959190388,-36.8451072327934,99.39811235911048,0.6018876408895002,0.0359640744,-0.0006429233333340445,-0.09478162086666664,3.158582772000006,3.1516680673333326,0.0069147031000000025,-0.09532736886666664,1.6902697190000033,1.6902037003333241,6.601840000000636e-05,-0.09247200936666664,6.026709086,6.016124951333325,0.010584134000000002,-90.64945192897888,13.255139104737127,13.246112909345618,19.226695571511783,-91.17140709960137,7.093295274223048,7.103739536045839,0.1835676327040586,-88.44053194291544,25.291364211465723,25.28510892630885,29.4297411418991,0.24277064299999998,0.12820389249999997,0.10059648049999999,0.18874956439999996,0.07418281389999996,0.04657540189999998
element_10,2.1223046384976967,-1.1223046384976978,-3.7983308760823244,7.543404798161692,-1.7765151825098735,5.766889615651818,2.598330620824817,8.365220236476635,90.17580631372493,-21.236920634358906,68.93888567936602,31.061114320633997,4.4493816417,-0.0973306300000003,-0.0572910717,15.134391466666727,12.951997453333348,2.182394020200001,0.03750358849999996,61.530626156666756,56.40827897333335,5.1223471853000015,0.07990846539999996,117.83099347666672,108.68573200333336,9.145261485799999,-33.68058867841106,8.180320889418342,7.173222651813288,49.04937800224667,22.04781479472457,33.25804460635046,31.240675111249498,115.12492291721863,46.977025829671135,63.68907131027094,60.19356918068055,205.5400552762163,1.9877260580999998,1.9263941178999997,2.2245224942,0.20941682043333332,0.14808488023333322,0.44621325653333344
element_100,2.5134966161091588,-1.5134966161091588,-2.398699644979344,-54.47220067710592,-45.22061873307721,-99.69281941018312,7.760106638202222,-91.9327127719809,59.25224986258413,49.188822313159754,108.44107217574388,-8.441072175743882,202.53156823,-0.04089460333333328,-0.46469269606666663,-125.14705730333367,-78.18697757666655,-46.96007972000001,-0.008228371566666226,-80.90966585333376,-24.8325060866664,-56.077159696999985,0.09477375423333356,-135.2099155033336,-49.546536456666445,-85.66337911599997,-23.046284593789455,-9.368714112466462,-6.89926072867411,-23.186548215866747,-0.4080834376652856,-6.057030382086992,-2.1912336216130615,-27.688108173495863,4.700273816591065,-10.12203619339706,-4.372012882607104,-42.29630958997881,39.376390193999995,38.228458577,38.048272616000006,1.8155331466666595,0.667601529666662,0.4874155686666697
element_1000,3.113154685704137,-2.113154685694287,-9.54847936151393,0.005389992279792418,-0.0013292971186328868,0.0040606951611595315,-0.0015485009103120965,0.002512194250847435,214.55316514533936,-52.91378714780821,161.63937799753114,-61.639377997531156,0.003238509899999999,0.06537900666666685,-0.026177154633333345,7.861204575333332,7.860569562999984,0.0006350121000000008,-0.028885366633333333,7.212142556333333,7.210112115999991,0.0020304399000000014,-0.017497893433333342,15.595208259333333,15.593164314,0.0020439439000000006,-31.37537629643562,21.5347453906232,21.53491632184875,19.608156825458554,-34.62138113465138,19.756724581223754,19.75291482948841,62.696732840001566,-20.972599908420776,42.72104051741296,42.719231221544085,63.113714736521295,0.036721841399999997,0.14417847560000002,0.5510384882,0.02361853533333333,0.13107516953333337,0.5379351821333334
element_1001,2.7166720457585414,-1.7166720457590698,-7.908699727939059,0.04348080963464055,-0.005321326717113137,0.03815948291752742,0.0006601256314208257,0.03881960854894824,112.00733665259641,-13.707831984970673,98.29950466762574,1.7004953323742644,0.006247315433333334,-0.006408813333333319,-0.0849970141,12.465738104999996,12.456043274000002,0.009694830366666664,-0.0825564849,19.42867557699999,19.409805088000013,0.018870490466666667,-0.0643250758,37.245458991999996,37.206434839,0.03902415446666667,-88.90645385331659,44.34377007967848,44.31913228735394,155.18394212878513,-86.35367245275829,69.11269236384719,69.06091287932595,302.05759046487077,-67.28370924295554,132.4914783337927,132.3820792283525,624.6547798506924,0.4084719269,0.032236594,0.0349688526,0.3264159434,-0.04981938950000001,-0.04708713090000001
element_1002,2.978461038970829,-1.978461038971582,-6.3480823545767535,-0.6709748990431587,-0.3319194335643954,-1.0028943326075541,-0.02889634948578302,-1.0317906820933371,65.03013747728936,32.16926061892556,97.19939809621492,2.8006019037850756,1.2717528695333333,0.01197097333333308,-0.02737695326666667,-14.995297746666665,-14.533618443333324,-0.46167930403333324,0.020114118033333406,-35.10187520666665,-34.305798083333286,-0.7960771192333334,0.036255088133333335,-51.196667656666676,-50.25040401333331,-0.9462636403333333,-9.844871363764122,-7.792481914789216,-7.602810412130006,-36.30259581822256,7.233124252538346,-18.24110013313617,-17.946011165859122,-62.59684080960257,13.037487242569856,-26.604947334288997,-26.286935792067418,-74.40625163916968,3.0345236932000006,2.7574937166,2.7333626571,1.0919987214333342,0.8149687448333336,0.7908376853333334
element_1003,2.6040971591376363,-1.6040971591382769,-7.925106796573975,0.025309956711397453,-0.003933606217730528,0.021376350493666926,5.5461154622815795e-05,0.02143181164828974,118.09527410351792,-18.35405369496344,99.74122040855448,0.25877959144551177,0.0084400051,-0.0005878266666665688,-0.08585467986666666,14.275659534466659,14.255282054366663,0.020377479599999998,-0.08044576116666666,9.304888469466658,9.296667602366664,0.0082208669,-0.07450564806666665,17.514748605466668,17.49596078936666,0.0187878156,-94.57016523030866,62.24254297430374,62.176576452325506,241.43918586020757,-88.61216345369374,40.56974874145591,40.54882686473015,97.40357739831224,-82.06904340215854,76.3651227551228,76.31128864922877,222.6043157248803,0.0274792853,0.0196514,0.0258054213,0.027341896433333332,0.01951401113333333,0.02566803243333333
element_1004,2.884093430362372,-1.8840934303723205,-8.978173943114381,-0.002324824798730982,-0.003359799478566889,-0.005684624277297871,-0.0010380361783231152,-0.006722660455620986,34.58191610416881,49.977230008064375,84.55914611223318,15.440853887766812,0.013144053866666665,0.01938722666666659,-0.058681556266666685,2.6751787956666746,2.6734362689999998,0.0017425269333333337,-0.047125086766666685,-4.933918885333327,-4.928565595000002,-0.005353289166666664,-0.03151512046666668,-2.793715571333337,-2.7873730679999937,-0.006342504366666664,-75.03710177039443,6.556719027141236,6.554559763801328,13.257149970698034,-60.25964811805255,-12.092769233308221,-12.08354136465954,-40.72783953086658,-40.29891932342641,-6.847246274773627,-6.8339027079370505,-48.253791646055724,0.0836265897,0.0820114015,0.0815324646,0.017056083200000016,0.01544089500000001,0.014961958100000006
element_1005,2.477098436667742,-1.4770984366677375,-3.506179178080843,17.841386529504973,-3.971586606664201,13.869799922840773,-0.9893619968386062,12.880437926002166,138.51537216361237,-30.8342513622664,107.68112080134597,-7.6811208013459575,14.764835865599997,0.020567606666666682,-0.013582456600000181,48.20788849999997,46.04310996666669,2.1647785356000053,0.0676400097999999,134.29522063999997,124.62241491666668,9.672805716400005,0.15189520939999984,245.86150476999995,227.33152610666662,18.5299786574,-3.217567152479777,10.805380093631186,10.673389985884928,14.661717578883735,16.023336583007154,30.101108945546635,28.889091904333043,65.51245001602956,35.9826687305204,55.10772390356754,52.6983958290273,125.50074261626072,1.1586018325000003,1.0335405048,1.0335367190000002,0.038978182300000164,-0.08608314540000017,-0.08608693119999988
