no,ELE,SLP,TMP,PPT,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_2932,223.7424308,0.657650583,17.9726363,661.0421312,99518.7,2.149024614,22.95935305,116.2328916,-31.73999961,19.21120262,64.50513458,14.58910847,5
element_2933,290.2039083,0.365813623,18.6693258,349.253291,16836.7,2.758528562,21.58267121,117.0872912,-31.09591384,22.34373283,57.40427399,17.30887794,2
element_2934,282.9369126,0.443190202,17.22657888,396.0183041,77370.1,2.4953626,21.88672232,117.2286568,-32.25840415,22.48727417,58.33153152,16.77895355,5
element_2935,337.1290048,0.394997799,18.5417165,296.7420828,44883.1,2.651316077,20.91366744,118.0652105,-31.20718974,21.84687424,58.73891068,16.84103775,2
element_2936,329.338039,0.34585386,16.94513541,338.9025125,32198.9,2.8121616,21.21374711,118.8199478,-32.74066782,22.92344856,57.99316406,16.09648132,5
element_2937,427.4445514,0.361354731,18.94614259,254.7071061,12186.7,2.682822591,21.33196836,118.8165034,-30.28923764,20.58698463,59.75833511,17.63761902,2
element_2938,370.4451394,0.377982498,18.32789597,293.2988733,23298.9,2.64564631,21.15124272,118.9185158,-30.98955128,20.8881588,60.54668808,16.44291115,2
element_2939,396.5106006,0.342892807,18.03047493,317.707966,4688.6,2.763299662,21.23222708,119.224614,-31.42842647,23.06862831,56.78594589,17.6239109,2
element_2940,408.6039774,0.341970793,18.03969114,294.1039114,8622.6,2.698424769,20.56621621,119.7122546,-31.28614218,20.1235466,61.80936813,15.89442921,2
element_2941,219.4176947,0.391946618,19.72835086,386.3167386,51776.1,2.730983042,21.64854666,115.5935171,-29.50541179,15.96078968,66.13700104,13.06634808,2
element_2942,268.1148115,0.231282078,21.8408275,232.030241,65654.1,3.28938041,22.57703129,115.4287227,-27.16068948,17.73414803,65.81968689,14.23539257,2
element_2943,351.2993823,0.198892434,22.1552572,209.7592243,46551.8,3.527611848,25.25770097,116.5440635,-26.83204781,22.40960121,57.07821655,17.90337753,2
element_2944,381.0106505,0.236648853,21.65278029,228.3162092,9635.4,3.452961992,23.05501916,116.7947176,-27.4337566,23.41546631,55.08453369,18.89696503,2
element_2945,421.3496294,0.196695601,22.21209702,213.3120065,5661,3.573304097,26.16421585,117.2587204,-26.42407315,21.87654305,58.15035248,17.44024086,2
element_2946,395.7030761,0.181078357,22.76428389,207.8546181,29699.8,3.933233643,26.59558798,117.1791846,-25.89443795,24.15781212,53.9222641,19.53330612,2
element_2947,432.4021833,0.137562655,22.76119932,207.6692171,17307.8,4.127239996,31.04476708,117.9143071,-25.96577172,23.35367584,55.09705734,19.17503738,2
element_2948,504.443818,0.227666082,22.94558995,231.3085768,6240.2,3.594464017,22.95721969,118.3695138,-25.71914128,26.35623741,50.46669769,21.40535164,2
element_2949,516.3738615,0.213125524,22.63148455,226.7445701,6084,3.531777363,26.85534523,118.7648848,-26.18083289,22.8404026,54.59263229,20.12511826,2
element_2950,499.1463431,0.203690663,22.02715448,220.2115764,17747.2,3.436836349,25.37022705,118.6202035,-26.87432854,23.57213402,54.57950211,20.12534904,2
element_2951,144.7102337,0.172429251,22.39864012,214.6716603,48217.5,3.645283975,23.27184739,114.7285301,-26.12960439,20.6005249,57.66010666,15.87702656,2
element_2952,392.1610203,0.260622487,23.47643441,229.7570367,73672,3.52336263,25.15273377,117.0034291,-24.82793345,27.86184692,50.00479889,19.87822533,2
element_2953,93.46916978,0.192945083,24.13618665,237.6092875,51089.2,3.923070161,26.24350912,114.5039533,-23.47641995,27.95461845,46.83652496,19.57219696,2
element_2954,428.8599662,0.577246214,24.62194267,292.2361598,77969.7,2.799176191,24.53144766,117.469683,-23.32771174,30.02433395,45.89558411,21.74336433,2
element_2955,73.86481498,0.158151301,25.52232014,315.745767,8288.7,4.093436306,26.83155957,115.6013784,-21.91128573,29.437994,43.41180801,23.45977974,2
element_2956,346.5117776,0.587835213,25.61758193,350.2917031,7587.8,2.507878996,23.92338183,116.5541397,-21.90446189,26.96242523,46.51512909,24.47718239,2
element_2957,41.60357423,0.165556674,26.11781878,298.528346,1722,3.919654669,26.12430282,115.9604798,-21.35304525,30.08843803,37.83003998,26.15319443,2
element_2958,504.8343204,0.461847192,25.30321253,323.6831582,47927.6,3.369213216,25.59203378,118.9924794,-22.59410953,29.07807922,45.64241409,22.96891022,2
element_2959,122.1960013,0.436479829,26.56210278,338.4003808,19749.6,3.109844545,23.06157994,117.4017007,-21.0743549,30.10536385,36.82833481,24.30039024,2
element_2960,264.2777392,0.447701755,26.52906428,338.778184,8637.6,2.995091085,26.43333291,118.5844486,-21.56218837,33.30047989,40.48569107,24.46162605,2
element_2961,93.86060866,0.179847462,26.74371475,318.5221805,8981.4,3.93486766,26.76902032,118.7610044,-20.74078591,31.33917999,39.47420502,23.22949028,2
element_2962,299.2050776,0.340879915,25.87016301,319.801105,53454.5,3.116836667,24.50648348,120.2514315,-21.54155797,21.95252228,58.32732391,17.39143944,2
element_2963,67.59620359,0.195511361,26.91776085,411.1834969,19026,3.431119778,23.04154775,120.8796359,-19.71915747,10.9174633,73.67855072,9.811377525,2
element_2964,74.30979117,0.257188372,27.16692969,720.8748127,23538.1,3.094882046,21.70485454,122.7771481,-17.63807566,12.70513153,66.23526001,9.033787727,11
element_2965,249.0287598,0.426477994,27.05843779,688.1928289,95695.6,3.072926715,24.2565093,125.668847,-18.1714518,19.72808266,62.36286545,13.42092228,11
element_2966,43.51486213,0.176377867,27.84479547,752.6153783,4907.6,3.487656003,20.30588939,123.9418834,-17.44469452,28.125,55.55513763,14.19310379,11
element_2967,154.8134909,0.537233937,27.3108453,893.518402,10069.2,3.012863831,24.41200256,124.8478532,-17.29325089,24.50682831,59.11087799,13.75295448,11
element_2968,207.8070703,0.819432915,27.22243505,1090.710703,57990.4,1.961355361,21.39001313,125.3250834,-15.70737707,17.35690689,58.1725769,12.97447777,11
element_2969,368.9535365,0.517949556,27.0387026,1124.416726,15723.5,2.406311048,23.02437739,126.6074592,-15.46564335,15.35999107,66.11248016,12.48236465,11
element_2970,174.5418755,0.70395181,27.64984723,1035.60666,15621.7,1.929380036,22.13106459,127.5372176,-14.73741809,14.83832455,61.54351044,12.34438038,11
element_2971,395.2621028,0.669543174,26.83974506,867.8295068,14238,2.044528086,22.78349032,127.1047366,-16.25551616,15.66279507,68.93619537,12.82776356,11
element_2972,321.190767,1.150141259,27.2287293,845.0594349,12021.8,1.769004991,22.91796331,127.7521497,-16.22033014,18.88270569,63.36853409,14.35233784,11
element_2973,301.4016093,0.678414435,27.15136719,730.5428234,52663.1,2.455537913,24.08727611,128.5356269,-17.18650173,26.3793602,52.88367462,18.4726162,11
element_2974,73.20763802,0.504715377,27.97012999,917.0210439,15978.9,2.928148669,20.78339942,129.0954556,-15.3934527,22.40505409,55.49180222,14.89820671,11
element_2975,117.3118996,0.955246649,27.70367035,930.9910484,99412.5,1.454119998,24.26977928,130.0561951,-15.38357698,22.19780159,59.32829666,15.59847355,11
element_2976,139.9787205,0.650288973,27.20576096,847.1793998,82309.5,2.556459598,23.5882035,131.0378762,-15.73602028,30.16920662,49.02134323,18.75209045,11
element_2977,158.1339845,0.560009898,27.34984466,811.7429131,16043.1,2.729084336,25.29466773,129.8287687,-16.28104784,25.61779594,53.50980759,18.35567856,11
element_2978,263.7173968,0.481210447,26.97358146,747.3476393,8018.8,2.526834733,23.65850358,130.3855878,-16.7379086,34.36538315,42.76021576,20.73482895,11
element_2979,184.9356124,0.260356405,26.93409181,684.1604981,55276.7,3.192958632,23.11562235,131.4587416,-16.66395469,35.46030807,41.48892975,21.27640152,11
element_2980,292.8107351,0.291944937,26.57072772,635.2210401,10765,2.94608783,22.79325393,130.5460728,-17.56281364,37.0459938,39.10370636,21.45628166,11
element_2981,228.0882688,0.16094329,26.66462028,589.4531964,33602.8,3.770978086,24.14660516,131.5230252,-17.50669511,23.68528366,58.5168457,16.20913315,11
element_2982,318.6977152,0.155527835,26.27312611,557.5788799,6872.2,4.13250206,25.58271007,130.7160647,-18.36462167,14.53561211,71.20014191,12.4261961,11
element_2983,290.9422199,0.188718396,26.18453505,521.5186981,12501.6,3.519260022,23.10255103,131.1481746,-18.70386085,12.5678196,74.65003204,10.95472622,11
element_2984,104.9965382,0.586697426,27.33627896,1216.249819,19099.9,2.559578944,23.67146636,130.1342009,-14.50723439,22.68557549,56.52366257,16.55471039,11
element_2985,170.1775853,0.355928742,27.0322918,1008.86831,54522.9,3.026823264,24.83428726,131.7922592,-14.47352824,23.10657501,57.76874924,17.25016022,11
element_2986,51.89327908,0.255603834,27.33874776,1444.089531,30265.5,3.361767476,29.46233134,131.3991906,-12.94840932,26.35843658,49.31264877,17.74664307,10
element_2987,127.4716828,0.65275209,27.13000068,1350.628007,11228.9,2.880111586,28.69219997,132.6139058,-13.1171496,16.39718056,69.53639984,12.60734367,10
element_2988,10.72440353,0.161485255,27.75691546,1511.586848,914.8,3.473548929,24.46833456,132.5453683,-12.23948741,40.34217072,37.21338272,19.89494133,10
element_2989,160.396749,0.709873271,27.02075508,1351.688956,7674.2,2.478893315,32.18962723,133.1440644,-12.66588188,12.36933327,76.89066315,9.706599236,10
element_2990,99.43482497,0.327886164,27.19649628,1254.296937,32468.8,3.000688994,27.1203149,133.7533185,-12.33839985,17.19723129,62.40470505,11.06564236,11
element_2991,85.45067187,0.336134469,27.07351362,1060.811898,10416.6,3.057371907,26.94955385,135.0755012,-13.0360546,15.80287075,69.9862442,10.12713432,11
element_2992,44.46861491,0.304247723,27.03814428,1061.775588,31031,2.956307481,21.98498584,135.9204735,-13.12608799,13.07103539,50.89471054,8.944423676,11
element_2993,161.6017968,0.290045217,26.99217019,886.6275078,77474.5,3.259609674,23.61558288,133.7957835,-14.97236283,17.33911896,67.62779999,12.61031628,11
element_2994,58.62263451,0.19441745,27.30442605,797.2837122,5853.9,3.677432391,23.35713345,135.0204699,-15.22563194,13.25360203,71.28872681,8.045812607,11
element_2995,134.8850956,0.327696119,27.05452948,748.1451064,15335.5,2.939965903,24.18516756,135.1668902,-16.00953036,13.29467487,74.5072403,10.05586433,11
element_2996,44.68328495,0.227808975,27.18640406,842.5106056,5777.8,3.773646037,23.63450187,135.9754011,-15.60713182,14.66210938,60.67838669,7.376446724,11
element_2997,146.2104068,0.331790969,26.89409843,717.0542652,17973.1,3.026817827,23.38164767,135.9155272,-16.68311258,13.83599472,74.02718353,10.08601856,11
element_2998,92.48372272,0.249413374,26.8020783,831.5721035,45961.8,3.78122408,22.95076533,137.7553242,-16.97431537,20.43624496,56.3519516,12.71284103,11
element_2999,201.1618088,0.271735391,26.2501745,545.5902587,44026.7,3.40745953,23.19008932,138.1898199,-18.56654009,35.05758286,44.87646484,17.89151382,11
element_3000,23.24256497,0.038733404,27.09272277,716.1161859,4545.6,5.164232157,24.50633153,139.5096173,-18.07387324,48.83938599,27.04469299,18.32051277,11
element_3001,172.7071877,0.318241184,26.21622227,559.163817,32658.4,3.580978557,23.68372756,139.7607957,-19.38607722,41.27165222,35.74819565,19.98070335,11
element_3002,17.8152355,0.079157322,27.27358422,691.9596958,6512.4,4.764502497,22.26526706,140.4180856,-17.9933278,46.19168091,29.66769409,19.62300873,11
element_3003,15.31693249,0.057223618,27.38152108,711.5123191,107783.5,4.743406359,23.82168994,140.834617,-18.03463501,37.18000031,39.49625015,21.26124954,11
element_3004,23.22625313,0.017455065,27.2558403,655.8666667,95685.1,0,31.80769982,140.8394123,-18.44899511,44.20833206,38.95833206,14.54166698,11
element_3005,166.3003419,0.099235033,26.08168685,568.100957,10309.6,4.89765087,26.40771,142.1055965,-19.70257062,25.24670792,58.20214844,14.76176548,11
element_3006,174.240635,0.192213666,25.92624121,485.5460867,47148,4.195901633,25.40867623,140.9321327,-20.55598136,42.41490936,37.13726044,18.45601463,2
element_3007,65.7511771,0.027651601,26.64068217,554.3900187,48505.1,5.598282011,25.03664655,141.0836377,-19.35864579,32.48480606,50.18898392,15.9386282,11
element_3008,149.9053272,0.080022839,25.61208999,464.0972701,33164.3,4.636157349,25.36227851,142.3121154,-20.36096544,44.4744072,37.05846024,16.68265152,2
element_3009,179.9386631,0.086509336,25.21036241,421.2613221,12601.2,4.426582389,26.16423351,142.5709655,-21.05354646,52.39782715,26.92010689,18.71661949,2
element_3010,403.6975769,0.378916928,24.18734179,481.0811238,20589.6,3.109374138,26.0363157,143.9413902,-20.62412261,38.01402664,39.63432693,19.81756592,2
element_3011,541.066097,0.52023017,24.06171163,529.3750196,8738.6,2.860635083,26.11754576,143.5838417,-19.95045199,29.87760353,48.55072021,19.00227547,2
element_3012,1.824832106,0.017455065,27.49102553,819.5448718,43.4,0,7.873676033,140.7798873,-17.4963394,34.95833206,40.79166794,21.75,11
element_3013,120.5449946,0.111624674,26.49828001,666.7529921,49405.8,5.003938314,27.79056115,141.984595,-18.6778423,21.32379723,60.25540924,16.60416985,11
element_3014,14.06329675,0.02755772,27.42466667,860.4405725,4751.1,5.564681559,26.60240893,141.2795132,-17.15611225,36.80848312,40.0513382,20.96383858,11
element_3015,412.3780415,0.480154735,25.76204799,751.0450426,40549.1,2.986289497,25.25548609,143.5663234,-18.44504304,23.02049255,57.25345993,17.8076725,11
element_3016,22.1569666,0.029720428,27.36142873,893.1001175,2139.3,5.639731468,23.81179576,141.6234371,-16.81629953,34.23493195,42.38735199,21.80607796,11
element_3017,91.09657412,0.069999069,26.87408868,883.2736877,25532.2,5.126997646,26.53560509,142.6081927,-16.88032596,26.48250771,51.35604477,20.36511421,11
element_3018,18.46069957,0.027008238,27.13012862,1067.92131,8031.4,5.614513595,25.85816101,141.8352644,-15.90323709,30.53731537,47.64741516,19.91440964,11
element_3019,277.004798,0.540614225,25.831121,1007.470705,63660.7,3.348511884,25.29889832,143.8143463,-16.42220997,24.81558609,53.92320251,18.48015594,11
element_3020,359.9862449,1.775979629,23.43794123,1180.530958,26957.6,2.550344544,29.21769824,145.9781505,-18.2886776,28.72076797,43.23467636,18.0358181,10
element_3021,139.970094,0.809604229,23.7744145,845.2334244,129696.2,2.780205381,25.02280759,147.4265683,-20.11267158,30.6320076,38.98123932,18.53752136,11
element_3022,320.8374335,1.2138257,22.76919248,844.6012248,9431.2,2.239040226,24.47754918,147.9755243,-20.84057319,34.94816589,38.32063675,19.53931236,11
element_3023,268.2617504,1.196180622,23.55304063,659.3865268,115611.6,1.435345914,23.43874525,147.1704504,-20.51873682,31.46212196,48.81666565,17.91742516,11
element_3024,309.9905116,0.328794514,23.15786406,552.686102,74314.2,3.302356824,24.24215917,146.6645905,-21.93691686,33.44443893,44.35744476,19.38012314,11
element_3025,300.5674402,0.486189141,23.64460515,683.5370064,40333.2,2.724832679,24.58032032,146.4232905,-20.07374125,29.55680847,49.26757431,18.44274712,11
element_3026,535.4640824,0.41560832,23.26243851,623.6988782,3440.4,3.020520351,27.52185314,145.3415501,-20.03793712,28.97317696,49.66692734,18.0354538,11
element_3027,455.0911861,0.742392624,23.25661053,780.1054274,28947.2,2.344916082,24.7202245,145.7788086,-19.4065126,28.83673668,47.04790115,17.77231979,11
element_3028,610.1761124,0.613243939,22.93992214,662.1157899,6511.8,2.202202855,25.22261784,144.8582431,-19.57176297,32.74020767,45.64400864,18.78626442,11
element_3029,555.9910725,0.49510549,22.96717306,831.40337,10646.2,2.401720694,25.36187041,145.1071495,-18.74672867,28.8839283,49.44585419,19.11014748,11
element_3030,87.35174653,0.98034744,22.75936283,807.2101142,23350.6,2.543503573,19.4608207,149.1905161,-21.46819333,33.85643768,37.03018951,18.43175507,11
element_3031,96.25305223,0.683584574,22.25016296,775.5702885,140914.3,2.382601255,24.2348469,150.175505,-23.25248123,33.14996338,39.90958023,19.22800064,11
element_3032,148.1490475,0.630301734,22.28565343,598.0499014,80608.2,2.843958558,24.64053462,149.4128409,-23.37883264,35.40769196,41.53437424,19.96120453,11
element_3033,287.6239139,0.60617152,20.94726034,600.7747918,50840,2.438969702,23.5883372,149.68851,-25.05166604,34.71463776,44.08403015,18.40047836,11
element_3034,241.37775,0.642505949,22.34629245,724.0834994,22654.7,2.932030659,24.18527705,148.6403749,-22.13538543,35.73006058,39.20660019,19.38108063,11
element_3035,181.3003756,0.351625203,22.51811771,565.3242357,52727.1,3.133770755,23.5403326,148.8142166,-23.23335682,34.83488083,43.47446823,19.11285019,11
element_3036,213.0401756,0.267943528,22.8250394,560.4144512,27822.2,3.354953031,23.86201407,148.2957433,-23.25509068,38.91875076,37.65192413,21.03990364,11
element_3037,330.0012872,0.780710322,21.35431759,582.8863649,17337.7,2.835790119,24.3827011,148.5698579,-24.47036833,32.14704895,49.93943024,15.67151928,11
element_3038,296.5944369,0.399790335,22.66200569,562.7679408,8626.4,3.001138442,23.25688958,147.7317581,-23.08942542,43.85057831,33.69577026,19.90280914,11
element_3039,394.9253719,0.700928621,21.61507641,556.4249202,16772.9,2.406542039,23.28965295,147.5093246,-24.25645314,34.90211868,44.41006088,18.23606682,2
element_3040,110.9377637,0.925716016,21.91742873,804.5247819,14751.2,2.392294311,21.5855211,151.3881677,-24.27528095,29.82163811,41.39011765,18.70285606,11
element_3041,315.429195,0.709366441,20.40785457,708.2791206,33211.9,2.092672645,23.50510453,151.3348742,-25.69382752,33.45120239,43.48610687,19.81431198,11
element_3042,164.8216062,1.086699792,19.45802131,992.6624695,48498.6,2.330376677,23.46225959,152.738419,-27.11911519,28.67355919,43.61532211,17.53547668,11
element_3043,534.8072981,1.847116857,17.06514109,1080.357911,22150.7,1.674359907,24.50567244,152.4935008,-29.51505099,33.77251053,41.08041,19.38924408,5
element_3044,474.6110949,1.916822925,16.83219719,1102.485447,32229.3,1.996297487,23.34811264,152.2006383,-31.30820465,31.8290062,41.0157814,20.19978142,5
element_3045,368.7774806,1.580516619,16.57900182,839.716988,21294.4,1.85070094,22.9632106,150.8546501,-32.33722543,30.21447754,48.651474,17.54306984,5
element_3046,85.5533111,0.923925189,17.84407444,1102.962577,2011.3,2.000398977,15.36269644,151.4294983,-33.20448293,16.73500061,33.77500153,10.97999954,10
element_3047,515.8943125,1.468057848,15.3106007,894.0827147,20989.6,1.597271647,23.21170096,150.3803136,-33.79673822,24.61288834,52.7519989,17.06865311,5
element_3048,333.1069485,1.69729324,14.18798889,835.1307224,28475.2,1.661176312,20.5296973,149.9386995,-35.95296139,26.80460548,47.3271904,18.70992279,5
element_3049,818.9455675,2.12456222,12.0665112,850.1989539,15086.1,1.480926306,21.7888872,148.6693483,-36.88953479,28.17897987,46.52828217,20.33557129,5
element_3050,264.6068007,1.136546687,13.66755972,778.5165723,67981.2,2.388391259,22.10828407,145.0400874,-37.94717598,28.91199303,44.56109619,18.99280548,5
element_3051,178.3644947,0.545471767,13.99921442,656.6762666,13227.5,2.633408555,23.12722448,141.6886661,-37.54018982,28.6589222,52.02382278,16.94674492,5
element_3052,34.06742826,0.133698014,15.27638479,500.7286297,18400,3.989541772,21.44411177,140.1929359,-36.78295896,20.18026161,60.01121902,14.36839771,5
element_3053,128.8718252,0.236509324,17.47435447,257.0830448,775219.9,3.365833325,23.09110417,140.6273453,-33.54362443,28.81635094,47.37176895,21.38166618,5
element_3054,57.64804303,0.109747424,17.26375311,279.4148833,249850.2,3.659676325,22.0599201,142.5287429,-34.43192312,30.99925995,44.47000122,22.70703697,5
element_3055,117.3074435,0.171820245,18.94270613,275.9920317,495472,3.797191288,22.74311565,143.8474122,-31.94005629,34.52493286,41.20956802,21.9323864,2
element_3056,58.70189404,0.070321682,17.15986472,317.3557265,234105.2,4.136934967,26.04028292,143.102966,-34.72503148,40.5,32.3125,25.77083397,5
element_3057,110.2099453,0.117438223,18.12063256,311.884518,50540.7,4.347036837,21.872366,144.4102353,-33.2436405,38.21766281,37.39104843,22.27492142,2
element_3058,76.26638843,0.021278516,17.44479184,336.1345486,120393.4,5.978125843,21.50862043,144.2037444,-34.65940311,52.0703125,27.07584572,19.20583725,5
element_3059,296.4333056,0.947348999,14.82240097,642.7407596,113432.9,4.160839072,22.770776,145.5486867,-36.15127632,37.63859177,39.64763641,20.9334507,5
element_3060,248.4943965,0.548756798,16.51545642,463.3238535,40691.9,3.411851779,21.80410074,146.8784173,-34.891026,40.88221359,36.82554626,20.46781349,5
element_3061,309.852499,0.455549427,16.74366188,490.306589,76643.4,3.590899345,23.01247055,147.2359435,-33.76780074,35.52888107,41.8302536,20.61431694,5
element_3062,167.3252506,0.152587606,19.80875998,332.5243973,409833.9,4.064482539,23.54170866,146.0639654,-30.66826643,36.03256226,39.07057571,23.40829659,2
element_3063,367.8750036,0.236671362,21.15209829,416.3810031,53422.7,3.749916686,23.38944097,146.2598902,-26.38534802,39.06894302,37.57362366,21.05867386,2
element_3064,814.6795112,1.594719843,12.37125702,826.0546548,17351.1,1.60052699,21.88934284,148.9567665,-35.4051878,28.24076843,48.78699493,20.03594398,5
element_3065,859.0238894,2.732919744,12.16965257,1109.385524,3742.1,1.505851229,22.16187415,148.3605807,-35.49771056,28.26416206,49.13854599,19.07832909,5
element_3066,108.4632149,0,20.92329099,398,243195.9,0,60.93132525,146.3274861,-29.95668493,59.25,21.5,18.375,2
element_3067,144.0306259,0.044957933,21.13515091,392.4950671,146317.3,5.574156105,23.10229687,146.4891397,-29.03832013,44.60571289,32.75139618,20.22012329,2
element_3068,212.7743541,0.151975081,19.18228247,439.1009456,32196,4.544112528,24.17474938,147.2292533,-31.7116145,45.25197983,32.85979843,20.08808708,2
element_3069,137.576074,0.04012267,20.28673245,408.6862968,210995,5.599012346,22.98944271,147.462208,-29.82993741,51.63480759,27.22810173,19.38473892,2
element_3070,235.7637903,0.112241958,21.14211831,409.9088679,35156.6,4.66760267,23.71739386,146.7866107,-27.7009233,36.97105026,37.84295654,22.59141541,2
element_3071,352.4990803,0.304792453,20.02651254,587.1210032,95584.9,3.637388037,23.8503646,149.2444496,-27.11122029,37.55526352,40.02522278,20.02450371,2
element_3072,424.6476356,0.634091955,17.27306185,609.8906523,56307.2,3.644370287,23.49823203,148.8264706,-31.89829458,37.34889221,42.08604431,18.79001999,5
element_3073,150.1589245,0.036475449,20.79727691,441.7039999,140906.2,5.674396275,22.24204292,148.1803664,-29.34559342,49.95383453,28.48019218,19.5769043,2
element_3074,410.3214091,0.58123808,18.19895602,625.7075998,92244.3,4.110301727,23.80646535,150.0199217,-29.82325549,40.66760254,38.59509659,18.5555439,5
element_3075,428.7988907,0.871581904,17.23239102,662.0995726,39118.4,3.286702506,23.59182809,150.0253793,-30.84265074,38.19965363,40.15005112,19.61345863,5
element_3076,410.092686,0.531344262,18.92507793,619.5384809,48670.1,3.726641314,23.69725918,150.664407,-28.77965432,41.95351791,35.63092041,20.01420784,5
element_3077,239.840289,0.154301235,20.29059757,543.9189963,15906.6,4.287199383,22.48918338,149.4308992,-28.01974395,45.3384819,31.37017822,20.90923691,2
element_3078,131.5945009,0.60088494,16.42803412,437.8203709,27853.3,2.386647137,20.68387934,138.1062314,-34.75688633,25.03990936,42.34895325,18.76206017,5
element_3079,366.1325891,0.812344458,16.4340744,413.0075403,5460.8,1.902696301,21.77358298,138.5002399,-33.37965203,34.75160217,38.75463104,24.15226746,5
element_3080,161.3053745,1.470584858,17.68590081,354.9594849,2102.7,2.193457525,23.10755001,138.0045563,-32.87011007,37.984375,36.16287994,23.21503258,5
element_3081,99.33572769,0.631786392,18.60359779,242.2432776,3976.1,2.90337964,23.96017046,137.603769,-32.23493383,32.70652008,40.29143906,23.37399483,2
element_3082,152.408185,0.446370487,17.71470539,279.5006899,10505.3,2.66118243,21.80062631,137.0954057,-32.97033313,25.81298256,41.57878876,20.32037926,2
element_3083,244.1257075,0.62741248,17.27780083,315.268954,2080.1,2.292891812,22.29963989,136.7678335,-33.46582343,19.11227608,51.10628891,15.8684206,5
element_3084,104.4175662,0.752032831,17.31706658,311.0572297,1029.7,1.669252103,17.49149462,136.6591279,-33.76538738,13.4460783,31.74754906,10.30163002,5
element_3085,193.979104,0.518417663,17.13916573,344.1847603,2465.7,2.399417239,22.89976642,136.3343975,-33.52904628,23.78022003,51.08241653,16.91888046,5
element_3086,64.42537545,0.292022048,17.50903438,291.0669338,35142.1,3.060816671,20.75615219,134.6282206,-33.07906642,18.96556282,53.51380539,17.76325417,5
element_3087,89.9342908,0.068551591,18.56190994,177.4766349,2208.3,4.729346046,25.07303506,130.8948173,-30.92976216,26.11805534,43.68774796,29.09399796,2
element_3088,81.46939562,0.061500486,18.54248394,180.3534292,2251.5,4.32879773,23.40234592,130.8025022,-31.12623603,25.46810722,42.16306686,28.40200615,2
element_3089,105.7336412,0.049298157,18.58104114,177.4781744,4154.8,4.673707217,25.2390639,130.3831364,-30.91306273,26.84976387,39.77574158,30.09168816,2
element_3090,84.87236158,0.065221317,18.50115238,187.8873175,1690,4.598004606,24.10259565,130.4039454,-31.25184297,26.34177208,39.65980911,29.45332336,2
element_3091,187.3729518,0.069932677,18.78585996,177.7613348,22795.6,4.454726999,23.83093239,129.0433769,-30.01029483,23.98752785,49.20830917,25.06875229,2
element_3092,85.9859832,0.068578228,18.29839765,203.2784154,1907,4.332624881,23.59267346,129.9468452,-31.39550079,25.99479103,38.7578125,28.33463478,2
element_3093,119.1492639,0.054362234,18.30140451,200.21887,2377.3,4.585340838,25.66092828,129.6104478,-31.09820121,26.75595284,39.57143021,29.55853081,2
element_3094,76.00131284,0.076685088,18.17841887,231.6807692,39.3,2.98372519,1.675830681,129.6971567,-31.59824418,5,10.33333302,8.041666985,2
element_3095,132.3312201,0.046180481,18.26297432,202.6852564,2930.3,4.945226555,24.9839104,129.2485302,-31.05582581,27.32065201,40.23964691,30.34213257,2
element_3096,83.48049995,0.152793782,17.94948182,253.83526,27691.4,4.154672957,23.25031572,126.7274781,-32.16645871,26.3810463,41.35824585,28.09408951,2
element_3097,156.8120351,0.145119345,16.74036006,415.2707613,5011.7,3.790667556,24.53114696,123.2369832,-33.22944487,22.00919151,51.89930725,21.56365204,5
element_3098,112.3009951,0.197607519,16.6116837,512.5424872,5270.5,3.534437281,24.87960694,122.586802,-33.65839737,20.1812706,51.68943405,16.62796783,5
element_3099,168.6640889,0.180358213,16.69129377,465.8015582,4123.4,3.696050519,26.0878124,122.1562578,-33.39232354,24.31046104,54.88179398,18.84733772,5
element_3100,182.4630064,0.378847383,16.828143,395.8539608,23590,2.79620851,22.29036022,120.2811419,-33.65714322,22.98300171,54.45885849,15.3233242,5
element_3101,235.3959021,0.477942168,16.10870679,413.2030498,6956.6,2.701693878,21.73537469,118.2925237,-34.16949555,22.23807335,58.05521011,15.4458313,5
element_3102,143.1462001,0.508679234,15.95082457,606.6530039,5390.7,2.596131983,22.25169443,118.0978029,-34.66276541,13.4713068,55.73608017,11.28730869,5
element_3103,14.31858034,0.298208993,26.7015466,311.2283952,351.7,1.518395399,5.269273276,115.4428094,-20.70778528,27.64738464,36.51624298,19.51991463,2
element_3104,-8.496588631,0.298208993,27.3,992.4517094,45.2,1.518395399,5.269273276,122.8778657,-12.9939655,27.64738464,36.51624298,31,11
element_3105,26.69492593,0.32516691,27.46099917,1588.833481,7795,2.526055137,26.69864893,130.8117276,-11.55872659,20.49435616,39.57674789,13.55654907,10
element_3106,352.6557455,2.010583161,11.74743951,1207.50576,69406.6,1.57031195,26.08617864,146.5988228,-41.93362902,22.49841309,45.90651703,16.39724731,5
element_3107,33.1034381,-14.30066626,19.38867545,1538.042308,29.8,1.57031195,26.08617864,159.0808832,-31.55342012,25,45,22.5,10
element_3108,58.73298039,1.041444039,19.05534167,1301.153846,51.8,1.57031195,26.08617864,167.9523561,-29.04037874,22,51,25.5,10
element_3109,-97.70503675,1.041444039,22.90881553,971.4942543,32.7,1.57031195,26.08617864,152.4740756,-20.57776225,28.85975266,35.95988846,17.4695015,11
