Filename,660448838.4,eps_PPT,eps_PET,eps_n,dRPPT,dRPET,dRCC,dRn,dR,pPPT,pPET,pCC,pn,hisR,dis_n,v_4_LAI,v_4_PPT,v_4_AET,v_4_R,v_7_LAI,v_7_PPT,v_7_AET,v_7_R,v_10_LAI,v_10_PPT,v_10_AET,v_10_R,r_4_LAI,r_4_PPT,r_4_AET,r_4_R,r_7_LAI,r_7_PPT,r_7_AET,r_7_R,r_10_LAI,r_10_PPT,r_10_AET,r_10_R,tree_4,tree_7,tree_10,v_tree_4,v_tree_7,v_tree_10
element_0,45567,2.518461239,-1.518461239,-7.944654706,-7.99E-05,-0.004371624,-0.004451552,0.006824415,0.002372863,-3.368406771,-184.2341589,-187.6025657,287.6025657,0.018043834,-0.06517575,0.002419752,-0.270879017,-0.273762398,0.002883382,0.005293396,3.41422035,3.408705422,0.005514927,0.009048609,2.87665799,2.86640674,0.010251251,1.971202528,-0.904033784,-0.914207335,15.97987392,4.312158652,11.39464613,11.38309542,30.56405259,7.371267287,9.600581237,9.572132937,56.81304093,0.117611665,0.109704492,0.114960191,0.012607674,0.0047005,0.0099562
element_1,11678.5,2.328651488,-1.328651488,-7.355367545,0.008873231,-0.007330158,0.001543072,8.47E-05,0.001627769,545.1159481,-450.319213,94.79673514,5.203264856,0.035964074,-0.000415247,0.000588641,0.602527379,0.601935095,0.000592284,0.003360945,1.67829375,1.678989235,-0.000695487,0.005119015,6.477386537,6.458956857,0.018429679,0.562977921,2.528534093,2.529866746,1.646877641,3.2144191,7.043037565,7.056606378,-1.933837897,4.895842897,27.18265304,27.14628253,51.24469184,0.090385501,0.212683119,0.65866924,0.036364422,0.15866204,0.604648162
element_10,5340.3,2.127951346,-1.127951346,-3.858599745,7.381684199,-2.095319484,5.286364715,2.617626873,7.903991588,93.39185293,-26.50963707,66.88221586,33.11778414,4.449381642,-0.0943408,0.005939068,21.65399407,19.16429744,2.489696626,0.051574974,112.4829893,102.5293649,9.953624437,0.05733457,104.2532736,96.70285877,7.550414819,3.491491848,11.70424463,10.61378934,55.95601425,30.32017807,60.79841063,56.78397986,223.7080394,33.70616081,56.35015016,53.55707794,169.6958235,2.320933548,2.697975087,3.395708249,0.54262431,0.91966585,1.617399012
element_100,4421.4,2.48390643,-1.48390643,-2.28831353,-29.87470193,-52.68050013,-82.55520206,10.20421883,-72.35098323,41.29135582,72.81241771,114.1037735,-14.10377354,202.5315682,-0.05195846,0.456087781,-16.81380353,5.950304543,-22.76410821,0.585381112,-78.55787923,-17.95250103,-60.60537826,0.788844211,-133.6403461,-48.06866238,-85.5716837,22.61952659,-1.258708929,0.525058056,-11.23978272,29.03178772,-5.880971776,-1.584138295,-29.92391694,39.12247458,-10.00453565,-4.241604483,-42.25103496,40.86032208,38.88860487,38.36995006,3.29946503,1.327747821,0.809093014
element_1000,21530.2,3.117486041,-2.117486041,-9.767631272,0.003723175,-0.00140643,0.002316746,-0.001377094,0.000939652,396.2292211,-149.675606,246.5536151,-146.5536151,0.00323851,0.069651457,0.005679937,8.559746418,8.558663483,0.001082935,-0.005808571,15.87387663,15.86995636,0.003920271,0.010877238,12.74908274,12.74800477,0.001077963,6.807851268,23.44830973,23.4474233,33.43928638,-6.962028703,43.48441619,43.47753422,121.0517034,13.03722398,34.92445059,34.92459597,33.28578369,0.026842605,0.047289638,0.448617306,0.013739299,0.034186332,0.435514
element_1001,6781,2.732861954,-1.732861954,-7.81728805,0.058900729,-0.007036784,0.051863944,-0.001160734,0.05070321,116.1676518,-13.87838047,102.2892713,-2.289271305,0.006247315,0.009918287,0.006297392,13.97351872,13.9629768,0.010541923,0.015110606,25.00744943,24.98763155,0.019817884,0.023274042,51.54808215,51.47815307,0.069929076,6.587040595,49.70732548,49.68086592,168.7432415,15.80561911,88.95779605,88.90705691,317.2224018,24.34453192,183.3695112,183.1614603,1119.346015,0.433402061,1.486472249,3.252411353,0.351346078,1.404416266,3.17035537
element_1002,2041.8,2.977048054,-1.977048054,-6.242356439,-0.650814052,-0.335937859,-0.98675191,-0.029787216,-1.016539127,64.02252845,33.04721382,97.06974226,2.930257739,1.27175287,0.01131205,0.056587244,-2.238894527,-2.076103083,-0.162791452,0.077907073,-14.33796193,-13.82882697,-0.509134961,0.080291756,-53.04226656,-52.08123933,-0.961027231,20.34901886,-1.163467735,-1.08604875,-12.80055711,28.01572212,-7.450889665,-7.234120678,-40.0341114,28.87326421,-27.5640344,-27.24468034,-75.5671368,2.206045845,2.205529752,2.071883094,0.263520874,0.26300478,0.129358122
element_1003,3816.8,2.601195161,-1.601195161,-8.069027007,0.020418089,-0.004183534,0.016234555,0.000328036,0.016562591,123.2783524,-25.25893577,98.01941662,1.980583382,0.008440005,-0.003660717,0.006024973,6.070052412,6.061658436,0.008393976,0.006869401,14.64777266,14.63135565,0.016417011,0.008074876,16.92572842,16.90706886,0.018659555,6.636593938,26.4657123,26.43884335,99.45463659,7.566743861,63.86497359,63.81687851,194.5142296,8.894591699,73.7969672,73.74274712,221.0846425,0.03841141,0.041678274,0.108948869,0.038274021,0.041540885,0.108811481
element_1004,2131.8,2.888189761,-1.888189761,-8.950547889,-0.001672481,-0.003353418,-0.005025899,-0.001271163,-0.006297062,26.55970537,53.2536851,79.81339047,20.18660953,0.013144054,0.023498067,0.003275718,1.560870353,1.560257968,0.000612384,0.05344177,2.742812785,2.742990301,-0.000177516,0.057906981,1.63585596,1.63891942,-0.00306346,4.188716619,3.825609098,3.825340524,4.659022548,68.33689794,6.722486288,6.725087883,-1.350540468,74.04663915,4.009394779,4.018197632,-23.30680928,0.057840647,0.053266674,0.048736512,-0.008729859,-0.013303832,-0.017833994
element_1005,1951.1,2.455857496,-1.455857496,-3.461716736,19.65063423,-4.604221202,15.04641303,-0.09068405,14.95572898,131.3920188,-30.78566888,100.6063499,-0.606349914,14.76483587,0.001829207,0.014192108,44.06415931,41.5434837,2.520675622,0.131109452,170.2050434,155.870125,14.33491838,0.28991511,222.8317404,207.663578,15.16816247,3.361988255,9.876599135,9.630318265,17.07215471,31.05870155,38.14998427,36.13271634,97.08823389,68.67839621,49.94580197,48.1391104,102.7316701,1.102411499,1.128043502,1.161902989,-0.017212151,0.008419852,0.042279339
element_1006,19312.6,2.89236842,-1.89236842,-8.875616336,0.007007727,-0.003033851,0.003973876,-0.000898436,0.00307544,227.8609587,-98.64771325,129.2132454,-29.21324542,0.007941948,0.018650623,0.004497101,7.271121913,7.26621853,0.004903383,-0.003055128,14.16188652,14.1545549,0.007331616,0.009099939,7.743833537,7.743500049,0.00033349,5.159772515,19.23239354,19.22346213,61.74030982,-3.505317103,37.45872754,37.44720158,92.31509113,10.44086417,20.48273373,20.48615512,4.199097646,0.035423257,0.11475769,0.511439924,0.017071671,0.096406105,0.493088339
element_1007,9185.7,2.633997456,-1.633997456,-8.614142587,0.002754601,-0.002180608,0.000573993,0.000152132,0.000726125,379.3564468,-300.3076668,79.04878002,20.95121998,0.007990514,-0.0029794,0.005063175,1.171342531,1.171092909,0.000249621,0.008330053,7.052833863,7.043505163,0.0093287,0.009980913,4.759019943,4.75756503,0.001454914,6.192910936,5.378204724,5.379032065,3.123963537,10.188721,32.38299933,32.35203615,116.7471833,12.20793389,21.85098113,21.85231816,18.20801258,0.003108221,0.002844439,0.002697339,0.000949237,0.000685454,0.000538354
element_1008,4372.1,2.572464945,-1.572464945,-7.448331985,0.070343849,-0.007441184,0.062902665,-0.000130363,0.062772302,112.061923,-11.85424701,100.2076759,-0.207675948,0.007652567,0.000833087,0.007471769,11.10146971,11.08771278,0.013756929,0.011865908,21.22082835,21.19217008,0.028658272,0.020140759,42.04608596,41.95554734,0.090538613,8.460912595,51.73358373,51.68790821,179.7688279,13.43676514,98.89046492,98.79214622,374.4922896,22.8070749,195.937544,195.5853766,1183.114363,0.122057949,0.530801078,0.915446518,0.115989903,0.524733032,0.909378472
element_1009,1667.2,2.34749052,-1.34749052,-4.836845134,-1.408603258,-0.792291976,-2.200895234,-0.877982246,-3.07887748,45.750546,25.73314402,71.48369002,28.51630998,4.808614571,0.083537883,0.008036243,-6.46600749,-4.720656677,-1.745350803,0.023413689,-6.2665357,-4.277172817,-1.989362886,0.043682409,-29.0086971,-25.85310267,-3.155594432,4.209604582,-4.319125033,-3.257921431,-36.29633395,12.26473189,-4.185883059,-2.951854782,-41.37081183,22.88204321,-19.37705609,-17.84230098,-65.62377553,0.282523717,0.194861646,0.162972232,-0.107492851,-0.195154922,-0.227044336
element_101,1378121.1,2.440185657,-1.440185657,-2.104654391,-14.61071358,-61.97209751,-76.58281108,10.10952397,-66.47328711,21.9798271,93.22857376,115.2084009,-15.20840086,222.5722946,-0.049006033,0.513023337,17.6535672,33.6807775,-16.02721027,0.463627082,-40.1046494,17.68126734,-57.7859168,0.618945586,-104.7395228,-13.53343645,-91.20608641,22.64818133,1.341471815,3.080335436,-7.200900859,20.46750985,-3.047500611,1.617071766,-25.96276276,27.32427717,-7.959021323,-1.237724511,-40.9781849,40.8646685,39.64537939,39.45821384,0.681975379,-0.537313736,-0.724479286
element_1010,1614.3,2.249845712,-1.249845712,-3.868740181,7.236216087,-2.537257914,4.698958173,0.235308814,4.934266987,146.6523013,-51.42117199,95.23112927,4.768870731,8.012954605,-0.007633,-0.021317616,9.18982132,9.022713457,0.167107866,0.039195344,102.4696399,95.50301189,6.966628016,0.085077687,104.3341154,98.489852,5.844263449,-10.32512323,3.640005221,3.690961208,2.085471262,18.98414681,40.58729884,39.0678385,86.9420627,41.2071218,41.32580076,40.28967836,72.9351873,5.186564498,6.478161673,8.768599039,1.472520816,2.764117992,5.054555358
element_1011,7932.9,2.669740622,-1.669740622,-7.436488088,0.089871042,-0.010344998,0.079526044,-0.003028067,0.076497977,117.4815931,-13.52323108,103.9583621,-3.958362051,0.012913656,0.014836423,0.00962514,14.51425655,14.49767367,0.016582881,0.017404542,31.30442483,31.261083,0.043341823,0.021836492,52.84751148,52.74934504,0.09816644,9.870092873,42.80008633,42.76747216,128.4135246,17.84747551,92.31145117,92.21876055,335.627822,22.39221575,155.838368,155.6081476,760.1754195,0.470505057,1.823577224,3.077547278,0.392502876,1.745575043,2.999545097
element_1012,1408.2,2.648122191,-1.648122191,-9.636508567,0.000890392,-0.00048555,0.000404842,-5.67E-05,0.000348156,255.7447548,-139.4632367,116.2815181,-16.28151814,0.001960561,0.0042726,0.0054979,0.09911898,0.099255938,-0.000136959,0.007490655,3.294842217,3.293488897,0.001353319,0.009194998,3.184165455,3.183610471,0.000554983,6.288770546,0.713744004,0.71483114,-6.985714803,8.568182769,23.72576759,23.71937114,69.0271305,10.5176946,22.92879737,22.92803792,28.30735692,0.00546482,0.002893079,0.001682853,0.004161889,0.001590148,0.000379921
element_1013,12684.8,2.741919688,-1.741919688,-9.721215237,0.000782248,-0.00060388,0.000178369,-7.16E-05,0.00010677,732.64553,-565.5872751,167.0582549,-67.0582549,0.002045743,0.0051304,0.004796037,0.756639436,0.75660985,2.96E-05,0.008996929,6.899096922,6.895419589,0.003677334,0.010934997,3.439745929,3.43943024,0.00031569,5.782036644,4.708016803,4.708432056,1.446249094,10.84657475,42.92806151,42.91064231,179.7554538,13.18308323,21.40303672,21.40379695,15.4315376,0.002572046,0.001208623,0.000624529,0.001974516,0.000611093,2.70E-05
element_1014,4303.8,2.635411725,-1.635411725,-9.131970902,0.001789195,-0.000954314,0.000834881,0.000115475,0.000950356,188.2658461,-100.4165402,87.84930588,12.15069412,0.003603971,-0.004726667,0.004168657,1.902795679,1.901868396,0.000927282,0.007541947,6.129384799,6.125291816,0.004092983,0.011448167,4.198365145,4.197618122,0.000747024,5.210736934,12.47784579,12.47471322,25.72946011,9.427281966,40.1942884,40.17694333,113.5687021,14.30997799,27.53135999,27.53296831,20.72779158,0.000780887,0.000471341,0.000471286,0.000112992,-0.000196554,-0.00019661
element_1015,2394.1,2.597986469,-1.597986469,-6.919001436,0.115130767,-0.026427683,0.088703084,-0.000989422,0.087713663,131.2575075,-30.12949423,101.1280132,-1.128013226,0.050791594,0.002356453,0.002967802,13.50106574,13.46648231,0.034583431,0.005870588,30.16685218,30.07086928,0.09598291,0.009416927,39.67682021,39.53723283,0.139587383,3.227373321,29.99894066,29.95590481,68.0888855,6.384044431,67.02979053,66.89201207,188.9740055,10.24055588,88.16063841,87.94973738,274.8237868,0.03722821,0.156857107,1.06129208,0.031805157,0.151434053,1.055869026
element_1016,3303.8,2.648063343,-1.648063343,-8.889157857,0.003230026,-0.001504185,0.001725842,-6.26E-05,0.00166323,194.2020271,-90.4375623,103.7644648,-3.764464845,0.004544726,0.001736027,0.004429795,2.985360479,2.982901689,0.002458792,0.005898611,9.427546997,9.417786104,0.009760893,0.010432921,6.452590553,6.449995427,0.002595126,5.657067325,17.50621568,17.49646016,54.10209031,7.532817229,55.28333085,55.24081466,214.7740976,13.32335545,37.83812464,37.83298941,57.10193917,0.000405228,0.000405221,0.000405085,7.53E-05,7.53E-05,7.52E-05
element_1017,3012.3,2.58248747,-1.58248747,-8.482159431,0.004285594,-0.002590525,0.001695069,0.000241264,0.001936333,221.3252835,-133.785124,87.54015946,12.45984054,0.008350271,-0.0039305,0.00507474,1.860324506,1.859018747,0.001305759,0.006186778,7.809841886,7.797064562,0.012777322,0.001311206,5.223693338,5.221933354,0.001759984,6.271816828,9.620404859,9.617805495,15.63733083,7.646172453,40.38749185,40.33883494,153.0168673,1.620505946,27.0135907,27.01615537,21.07696774,0.009155666,0.006195268,0.005074755,0.005651752,0.002691354,0.001570841
element_1018,1239.8,2.96192651,-1.96192651,-3.779190046,-9.449367917,-13.23720998,-22.6865779,-1.334786721,-24.02136462,39.33734851,55.10598666,94.44333516,5.556664835,41.70687024,0.028634863,0.165982503,-5.176584647,7.553587897,-12.73017256,0.157032154,-52.70388384,-32.71158813,-19.99229571,0.048001662,-121.4945378,-94.61551792,-26.87901985,12.49379837,-0.681813443,1.052719643,-30.52296297,11.82008968,-6.941684328,-4.558910526,-47.93525765,3.613170563,-16.00217417,-13.18626533,-64.4474632,24.38765603,23.57066119,24.5645473,1.404981521,0.58798668,1.581872791
element_1019,2482.6,2.921642062,-1.921642062,-8.245701892,0.00310246,-0.008260332,-0.005157872,0.000375563,-0.004782309,-64.87368423,172.7268562,107.853172,-7.853171961,0.033365448,-0.003073,0.018100188,3.356603482,3.354930897,0.001672585,0.006565652,9.616976422,9.615084095,0.001892326,0.001706891,3.099723489,3.108542042,-0.008818551,23.06949353,6.278353691,6.279143919,5.012923983,8.368215043,17.98805839,17.99574974,5.671514562,2.175508507,5.797872913,5.81799848,-26.43018975,0.000125,0.000125,0.000205951,2.50E-05,2.50E-05,0.000105951
element_102,161058.3,2.257781718,-1.257781718,-1.680615379,31.7252509,-78.98798033,-47.26272943,23.18448061,-24.07824882,-131.7589627,328.0470308,196.288068,-96.28806802,274.6446129,-0.09050656,0.601004032,120.6903218,81.02782865,39.66249292,0.510004604,46.11248477,68.16814355,-22.05565885,0.639208802,-1.905126733,58.51064745,-60.41577429,24.9830362,9.003141867,7.601887031,14.44138754,21.20029619,3.439855293,6.395414205,-8.030617681,26.57116391,-0.142116833,5.489365067,-21.99780059,35.01451186,36.74306753,37.31451557,-0.494136275,1.234419393,1.805867435
element_1020,956.1,2.507098851,-1.507098851,-7.986837065,0.004702376,-0.004047779,0.000654598,-0.000440539,0.000214059,2196.769208,-1890.966408,305.8027998,-205.8027998,0.017486393,0.0042726,0.004903022,0.426045973,0.42773463,-0.001688658,0.011841039,6.739149601,6.724731561,0.014418038,0.012307354,4.971384679,4.968303132,0.003081546,6.038960925,1.899317276,1.908332959,-9.656984099,14.58438743,30.04319738,30.00230977,82.45289471,15.15873832,22.1624834,22.16602525,17.62253365,0.001790588,0.001790581,0.001789822,0.000358117,0.00035811,0.00035735
element_1021,663.2,2.694690219,-1.694690219,-9.825316409,0.000694261,-0.000422623,0.000271638,-3.97E-05,0.000231895,299.386545,-182.2478113,117.1387337,-17.13873367,0.001667026,0.003609707,0.005357241,0.203539729,0.203688529,-0.000148799,0.007575852,3.576905501,3.575593179,0.001312322,0.009506356,2.847651667,2.847441029,0.00021064,6.196511435,1.439718421,1.440940851,-8.925994663,8.762692521,25.3008922,25.29459225,78.72234159,10.99563182,20.14258634,20.14347164,12.63567049,0.00463952,0.002261695,0.001253672,0.003517133,0.001139308,0.000131285
element_1022,1305.4,2.575585871,-1.575585871,-8.260110204,0.002907505,-0.003116174,-0.000208669,-0.000328973,-0.000537643,-540.7876732,579.5995684,38.81189517,61.18810483,0.013893357,0.0042726,0.004012817,-0.467009574,-0.464312817,-0.002696759,0.010751417,5.454411807,5.446548341,0.007863465,0.012102992,4.40346425,4.40188599,0.001578259,4.86830958,-1.971009075,-1.960777175,-19.41042174,13.04351163,23.02028858,23.0005877,56.59873733,14.68322993,18.58477529,18.58901426,11.35980843,0.001634859,0.001634855,0.001634369,0.000326971,0.000326966,0.00032648
element_1023,1992.2,2.22351451,-1.22351451,-3.830366347,8.025080265,-2.210440826,5.814639438,2.083288487,7.897927925,101.6099456,-27.98760443,73.62234112,26.37765888,6.426717248,-0.06811799,-0.021781519,1.293748297,0.255894553,1.037853747,0.06135378,89.43176075,82.08483523,7.34692553,0.121774889,112.7538401,105.0688775,7.684962538,-10.93900554,0.515849286,0.104714762,16.14904945,30.81278898,35.65864399,33.58998408,114.3184809,61.15717636,44.95773099,42.99529765,119.5783515,3.97817197,6.274554638,9.65039147,1.041952249,3.338334917,6.71417175
element_1024,484.4,3.197737674,-2.197737674,-10.26293442,-0.000371398,-0.000961362,-0.001332761,-0.000234955,-0.001567716,23.69041555,61.32248538,85.01290093,14.98709907,0.003162605,0.01832905,0.003168306,1.932749595,1.932524737,0.000224856,0.055066264,3.209876269,3.209920747,-4.45E-05,0.058934462,1.708655221,1.709404315,-0.000749096,4.023434636,4.817185806,4.817005069,7.109836897,69.92869648,8.000296802,8.001038339,-1.406445998,74.84092462,4.258652906,4.260855809,-23.68602787,0.053881677,0.049707913,0.046208051,-0.004985351,-0.009159114,-0.012658977
element_1025,979.5,3.135429427,-2.135429427,-7.382913167,-0.17083741,-0.096624029,-0.267461439,-0.095741345,-0.363202784,47.03637133,26.60332831,73.63969964,26.36030036,0.427223682,0.122030263,0.028138569,-2.479445297,-2.309060317,-0.170384954,0.049429936,-10.11249971,-9.875895562,-0.236604155,0.067639354,-32.50272055,-32.14660571,-0.356114835,16.30903285,-1.740091777,-1.625387802,-39.8819076,28.64944797,-7.09702191,-6.951815014,-55.38179771,39.20357374,-22.81063303,-22.62855605,-83.35559324,0.981396012,0.917116493,0.861903668,-0.012331955,-0.076611474,-0.131824298
element_1026,426.7,2.64536349,-1.64536349,-8.518227091,0.001789372,-0.002451617,-0.000662246,-0.000249897,-0.000912143,-196.1723715,268.7756637,72.60329228,27.39670772,0.011276504,0.0042726,-0.002210707,-1.634197052,-1.630792387,-0.003404663,0.012762136,4.235181772,4.231393648,0.003788123,0.011642534,4.502847033,4.501475075,0.001371958,-2.660667595,-6.548700269,-6.538011199,-30.19254318,15.35970225,16.97159836,16.96408402,33.59306158,14.01222014,18.04421048,18.0468677,12.166517,0.001144472,0.001144471,0.001144413,0.00022866,0.00022866,0.000228601
element_1027,151.9,2.243077147,-1.243077147,-1.160291403,161.7287425,-59.51525723,102.2134852,-26.73096433,75.48252091,214.2598585,-78.8464091,135.4134494,-35.41344937,311.4935284,0.119845537,0.048368422,25.43634183,52.65252391,-27.21618214,0.238860549,182.0251896,155.9991389,26.02605091,0.400828357,364.2153456,272.9791822,91.2361635,2.371266092,1.969539048,5.372742017,-8.737318647,11.71015918,14.09423262,15.91838464,8.355246111,19.65064505,28.2012386,27.85520262,29.28990659,12.98827054,13.87533202,14.77459899,0.898323506,1.785384983,2.684651952
element_1028,91133.5,2.435180406,-1.435180406,-4.104950982,-4.955259391,-2.547180806,-7.502440197,0.186035158,-7.316405039,67.72806269,34.81464999,102.5427127,-2.542712677,13.53381128,-0.006868873,0.065544433,-19.40813631,-17.08162882,-2.326507478,0.117114489,-33.37021129,-29.22717916,-4.143032135,0.135897393,-59.34953525,-52.0342606,-7.315274652,11.54711681,-6.234750352,-5.73678939,-17.19033486,20.63233479,-10.71998533,-9.815818682,-30.61245683,23.94136305,-19.06569131,-17.47547598,-54.05184468,6.092233943,5.839191292,5.545601517,0.285217479,0.032174829,-0.261414947
element_1029,74073.4,3.005751428,-2.005751428,-3.601893488,-11.57933415,-10.8155774,-22.39491155,-1.235067821,-23.62997937,49.00272644,45.77057488,94.77330131,5.226698685,35.91555117,0.03078498,-0.006235372,-12.21359053,-8.523999977,-3.689590557,0.086447072,-43.89367929,-27.56493578,-16.32874352,0.159316985,-93.1284785,-69.92514402,-23.2033345,-0.553531662,-2.178203451,-1.624228558,-10.27296098,7.674151402,-7.828112746,-5.252435009,-45.46427101,14.14301985,-16.60877469,-13.3240751,-64.605258,13.13546138,13.51383894,13.83289862,2.230659336,2.609036898,2.928096572
element_103,1205882.3,2.334653978,-1.334653978,-1.828578173,26.91660405,-69.31070882,-42.39410476,26.71923129,-15.67487347,-171.7181584,442.1771502,270.4589918,-170.4589918,226.003542,-0.11937967,0.611715537,109.0149396,74.99725523,34.01768435,0.47480856,30.80067647,58.71311961,-27.9124432,0.679996882,-4.071300533,45.54274824,-49.61404889,27.31614592,8.557539352,7.15689817,15.05183682,21.20256741,2.417815411,5.602922627,-12.35044502,30.36524811,-0.31959211,4.346089874,-21.95277492,34.81532139,35.6809869,37.53980502,-0.306153293,0.559512221,2.418330334
element_1030,135473.7,2.911368807,-1.911368807,-3.293086424,-17.9550588,-18.98788564,-36.94294444,-17.30564896,-54.2485934,33.09774075,35.00161838,68.09935912,31.90064088,70.82080595,0.2537386,0.063201148,-5.42049252,8.577055957,-13.99754846,0.265368402,-51.81663344,-14.28056538,-37.53606805,0.366008112,-107.0713924,-54.71753137,-52.35386103,4.359837544,-0.842468034,1.497951982,-19.76474043,18.30604593,-8.053485389,-2.494049395,-53.00146977,25.24852719,-16.64133382,-9.556220104,-73.92440729,25.22670699,25.34052462,25.69768484,1.940352889,2.054170512,2.411330732
element_1031,3161.1,3.010555628,-2.010555628,-2.90589957,-9.781610523,-26.58666393,-36.36827446,-0.880899722,-37.24917418,26.25993928,71.37517682,97.6351161,2.364883896,71.70623718,0.014110363,0.059688696,-8.069034693,5.964022613,-14.0330573,0.393492841,-25.14367316,1.877260493,-27.02093366,0.640147823,-58.89156887,-18.8935347,-39.99803416,3.587278848,-1.10646927,0.907001905,-19.57020456,23.64884192,-3.447835179,0.285491681,-37.68282192,38.47275759,-8.075527454,-2.873307678,-55.78041148,29.90711703,30.38612242,31.07500945,0.321512459,0.800517845,1.489404877
element_1032,62833.9,3.045163262,-2.045163262,-2.95455202,-13.517836,-23.40943586,-36.92727186,-3.282276355,-40.20954822,33.61847273,58.21859955,91.83707229,8.162927712,67.69544428,0.054557873,0.081501811,2.752696287,9.52412236,-6.771426076,0.289062296,-21.12298337,2.85712683,-23.98011019,0.449669315,-80.01051705,-38.35260685,-41.6579102,5.172101876,0.402613369,1.546094444,-10.00277958,18.34388242,-3.089478319,0.463810496,-35.4235214,28.5359978,-11.70245478,-6.225954488,-61.53724322,27.36170118,27.90735688,28.71547448,3.440090717,3.985746423,4.793864025
element_1033,29837.1,3.150553393,-2.150553393,-2.757878543,-4.558036065,-31.06258332,-35.62061938,1.563346525,-34.05727286,13.38344407,91.20690153,104.5903456,-4.590345597,72.37106521,-0.027389823,0.071278915,0.19243305,13.13280646,-12.94037341,0.292954168,6.95922227,28.69707461,-21.73785233,0.515512987,-29.11017373,8.955840287,-38.06601401,4.342839927,0.026115639,1.976407116,-17.88058995,17.84893961,0.944455922,4.318734358,-30.03666212,31.40887272,-3.950624784,1.347799233,-52.59838846,37.44695314,38.02718765,38.66520866,0.649244555,1.229479069,1.867500074
element_1034,80780,2.850535654,-1.850535654,-2.602147296,-10.01529634,-28.95751366,-38.97281001,2.855260097,-36.11754991,27.72972244,80.17574209,107.9054645,-7.905464531,80.24307259,-0.03984379,0.014598744,-6.676250067,3.879895497,-10.55614555,0.186397855,1.459716653,16.8785338,-15.41881713,0.342745198,-44.75267241,-4.411739013,-40.34093338,0.976557449,-0.962835161,0.6327789,-13.15521105,12.4687581,0.210517357,2.752749411,-19.21513799,22.92733984,-6.45413909,-0.719518183,-50.27341561,27.72813496,28.45388982,29.17649857,4.276856199,5.002611062,5.725219812
element_1035,2945.6,3.115678928,-2.115678928,-2.596963989,-1.512159122,-33.21182542,-34.72398454,11.238522,-23.48546254,6.438702749,141.4143978,147.8531005,-47.85310051,70.72711703,-0.19824178,-0.04726734,-6.65429773,7.3396635,-13.99396123,0.176198574,28.18415222,38.72655781,-10.54240558,0.440511928,-8.83683246,18.11660199,-26.95343444,-2.594504514,-0.872185912,1.060311354,-19.78584992,9.67154058,3.694126938,5.594562875,-14.90574764,24.17970184,-1.15825307,2.617182488,-38.1090529,37.43764151,37.61464497,37.91545601,2.974113738,3.1511172,3.451928241
element_1036,36321.9,2.864308028,-1.864308028,-2.246983056,-9.120327274,-43.30797864,-52.42830591,-2.543801182,-54.97210709,16.59082716,78.781733,95.37256017,4.627439835,121.5193013,0.029492017,0.020404717,-14.35198579,8.014104613,-22.36609039,0.223386782,15.62745604,42.55534716,-26.92789111,0.42089739,-25.29080007,31.31762305,-56.60842312,1.279188919,-1.806733601,1.191083355,-18.405381,14.00430575,1.967299185,6.324719745,-22.15935314,26.38641227,-3.183792052,4.654531148,-46.5838945,33.42608132,34.04513259,34.71420153,4.056266411,4.67531768,5.344386616
element_1037,24038.1,2.89192158,-1.89192158,-1.944239601,-5.939756775,-60.25587218,-66.19562895,-8.694583925,-74.89021288,7.93128574,80.45894098,88.39022672,11.60977328,168.6100012,0.088382687,0.078026009,-20.27385001,12.27656082,-32.55041083,0.280535851,22.97972169,59.64161435,-36.66189266,0.542387581,1.883637847,77.43510384,-75.55146598,5.344040467,-2.248904513,1.675091602,-19.30514833,19.21404113,2.549057025,8.137879069,-21.74360501,37.14839748,0.208945102,10.56573531,-44.80841317,38.27187023,38.26761979,38.61757468,1.234223431,1.229972988,1.579927876
element_1038,22011.6,2.760864178,-1.760864178,-1.720474324,-6.68415067,-67.43719115,-74.12134182,1.73210978,-72.38923204,9.233625612,93.15914709,102.3927727,-2.392772698,189.6780197,-0.01669184,0.017466043,-20.7829331,3.167017747,-23.94995084,0.173797694,21.74282709,57.12989388,-35.38706678,0.388495768,9.076389093,79.20550824,-70.12911914,1.085202341,-2.272821586,0.436990913,-12.6266348,10.79841973,2.377795595,7.882887456,-18.65638773,24.13806692,0.992593921,10.92892118,-36.97271791,35.83449153,36.45343033,37.44865173,3.007779706,3.626718507,4.621939913
element_1039,30076.7,2.939505666,-1.939505666,-1.941215684,-8.975138893,-53.18123934,-62.15637823,3.430613814,-58.72576441,15.28313677,90.55861574,105.8417525,-5.841752506,152.1185995,-0.03987827,0.054123916,-34.53797122,-2.535802537,-32.00216869,0.21724328,4.87863091,40.27939998,-35.40076908,0.422706896,-4.54061127,53.66906322,-58.20967449,3.169436932,-3.804917223,-0.335600834,-21.03764352,12.7215274,0.537460254,5.330777939,-23.27182159,24.75325061,-0.500221913,7.10283317,-38.26598107,46.90417968,46.85464162,47.38714104,2.259542623,2.210004569,2.742503988
