no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster,n,AET,R
element_1243,1985,277.5302454,3.132742918,109.4685473,782.7192024,796.8733836,19.07034671,2.217078505,757.7756193,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.4069626,592.0922169,190.6269855
element_1243,1986,277.1906724,3.228347147,111.4417732,740.5636657,791.6187904,18.97267715,2.21231012,674.2914102,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.4463687,575.9673366,164.5963291
element_1243,1987,277.5672824,3.342079055,110.3807438,794.4437515,794.9195735,19.03978048,2.187927296,825.8959505,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.4518244,598.9839224,195.4598291
element_1243,1988,277.8897569,3.282868476,106.9918136,794.1695081,799.4306966,19.16066297,2.198103658,643.170194,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.429821,599.034011,195.1354971
element_1243,1989,277.5688165,3.239028962,106.4442672,786.5845793,774.196604,19.3922916,2.150776864,681.2322748,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.2762253,575.4632038,211.1213755
element_1243,1990,276.8796479,3.209535662,109.424138,778.5968184,774.3379519,19.34106448,2.200632576,678.9118159,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.442726,584.6316551,193.9651633
element_1243,1991,276.8125957,3.22890942,112.1507223,772.4384453,778.7498054,19.32725036,2.187401081,620.4304305,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.4339206,583.3659266,189.0725187
element_1243,1992,277.0577324,3.131571847,111.2232553,734.9821406,790.7458057,19.41061483,2.214613232,647.0621656,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.3850355,569.1793363,165.8028043
element_1243,1993,277.095835,3.196668666,109.9529312,813.4152154,768.6681764,19.53143318,2.188353389,532.6261081,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.4158666,592.9262138,220.4890016
element_1243,1994,277.8371482,3.14498151,115.2426676,761.7927743,803.9829391,19.43433974,2.213874319,470.9491658,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.341926,581.6117651,180.1810092
element_1243,1995,278.3359796,3.261059386,113.1159979,794.7510592,829.1435446,17.95898076,2.162032699,449.0341904,84.36713702,0.148337484,56229.3,3.614107857,20.05595239,27.99342441,57.87822877,14.71165752,44.7771225,36.22059631,12,2.1772826,590.14518,204.6058792
