no,date,R,PPT,PET,tas,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,Cluster,n
AT_0000003,1989,1778.05,1331.01,404.77,4.246666765,402.8083435,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.21694374,4.112152576,1.2207625,142.5520844,5482.700293,6,3.432165510684983
AT_0000003,1990,1770.24,1346.63,415.76,4.246666765,413.6550049,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39041595,4.201527119,1.22158125,142.4588867,5493.321875,6,3.4373959326284047
AT_0000003,1991,1750.7,1363.66,405.01,4.246666765,402.1283386,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.30888786,4.160069466,1.2210646,142.4002777,5565.70332,6,3.1234166480051617
AT_0000003,1992,1798.6,1337.4,422.5,4.246666765,417.188324,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.23152695,4.22201395,1.206300024,143.4440247,5570.462695,6,2.8636045583404317
AT_0000003,1993,1836.67,1307.21,424.48,4.246666765,417.7049805,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.16444397,4.359722137,1.200100024,143.6655518,5568.092188,6,2.751752905876409
AT_0000003,1994,1832.76,1311.26,442.38,4.246666765,434.571637,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.11277695,4.31034708,1.17300835,144.7897186,5573.432813,6,2.752615089923258
AT_0000003,1995,1864.02,1307.95,430.82,4.246666765,420.9016541,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.73666611,4.349930286,1.164887524,143.7154144,5576.362891,6,2.5248768238239543
AT_0000003,1996,1853.46,1324.53,425.55,4.246666765,416.8483337,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.52499962,4.233055592,1.154431274,142.2163849,5529.996484,6,2.56409134607552
AT_0000003,1997,1856.21,1312.43,411.42,4.246666765,402.7416748,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.37611084,4.264305592,1.16230625,142.2524994,5475.076855,6,2.5032056496738724
AT_0000003,1998,1824.95,1335.93,404.51,4.246666765,396.2916748,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.36916656,4.361111164,1.1597104,141.8994446,5523.674707,6,2.473395002009141
AT_0000003,1999,1887.47,1406.77,394.01,4.246666765,387.3050049,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.49805527,4.286458492,1.172312476,139.7215271,5577.539551,6,2.467601732162268
AT_0000003,2000,1978.85,1475.56,409.1,4.246666765,405.6899902,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.97819366,4.332082748,1.17466665,140.3813904,5651.649805,6,2.8914073509070755
AT_0000003,2001,2004.7,1486.37,425.65,4.246666765,421.1549805,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39666595,4.328055859,1.150768726,141.6411102,5696.689941,6,2.799686983157284
AT_0000003,2002,2028.15,1527.45,429.86,4.246666765,427.6949768,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.60791588,4.245555401,1.13955625,140.4568054,5864.728711,6,3.237947976430331
AT_0000003,2003,2102.4,1501.01,449.64,4.246666765,447.538324,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.50638771,4.213471889,1.135379199,143.9402771,5981.339453,6,3.4220542903657223
AT_0000003,2004,2112.08,1443.45,448.3,4.246666765,446.1933411,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.50638771,4.239860535,1.16094585,145.7056946,6135.583301,6,3.5029763661104556
AT_0000003,2005,2082.86,1369.15,437.43,4.246666765,434.8883484,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.44708252,4.206249714,1.1926,146.3954163,6312.900879,6,3.4222630318709935
AT_0000003,2006,2102.4,1324.37,441.29,4.246666765,438.0116943,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.32458229,4.29611063,1.2548375,147.2938904,6461.471094,6,3.346829651633372
AT_0000003,2007,2024.24,1308.93,449.37,4.246666765,444.5683716,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.30152664,4.368055344,1.299252075,149.1402802,6528.580371,6,3.151028128593318
AT_0000003,2008,2010.2,1353.56,434.27,4.246666765,429.6250366,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.43902664,4.28465271,1.321264575,145.6079193,6570.202344,6,3.0049101555274746
AT_0000003,2009,2024.24,1387.69,448.83,4.246666765,444.028363,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.41763802,4.323541641,1.3129146,145.2384735,6517.89209,6,3.0213257416970296
AT_0000003,2010,2000.8,1389.55,441.71,4.246666765,437.3383667,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.47694321,4.279444218,1.298512549,143.2190277,6512.950098,6,3.0396252984682524
AT_0000003,2011,1992.98,1392.17,449.37,4.246666765,445.585022,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.49527664,4.211874485,1.312893799,143.734726,6488.083691,6,3.1843910036970735
AT_0000003,2012,2096.4,1402.99,453.55,4.246666765,451.1283386,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39819336,4.300763607,1.301310474,142.8723602,6452.330664,6,3.5108914850045956
AT_0000005,1990,1535.88,1555.3,499.12,8.723333359,498.280011,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.96472321,3.329860926,0.923472241,132.0052826,63584.08906,6,4.326912834182438
AT_0000005,1991,1593.65,1575.84,490.58,8.723333359,489.4866699,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.92027893,3.304166794,0.93208335,131.7944489,69799.10391,6,4.03292995616571
AT_0000005,1992,1535.26,1536.32,508.55,8.723333359,502.1966675,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.78333435,3.380971909,0.930172253,133.2050018,75264.51172,6,2.959951623990958
AT_0000005,1993,1545.5,1488.62,510.53,8.723333359,503.1966736,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.65694504,3.486666679,0.930647253,133.2013885,80796.86172,6,2.9327958184992595
AT_0000005,1994,1478.1,1492.89,530.94,8.723333359,519.2066772,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.38222275,3.445972204,0.939941687,134.710556,87175.86406,6,2.6902392011715404
AT_0000005,1995,1603.28,1497.05,517.89,8.723333359,505.1933533,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.91388893,3.507638931,0.952141699,133.4161102,88015.08438,6,2.56456255406638
AT_0000005,1996,1680.09,1507.54,512.26,8.723333359,499.8100281,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.46583328,3.339444399,0.969213928,131.6527771,90011.43594,6,2.5397182245187007
AT_0000005,1997,1728.46,1516.81,498.99,8.723333359,490.7666992,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.45444412,3.428055763,0.980761145,131.135553,90772.03906,6,2.753632763384375
AT_0000005,1998,1699.57,1533.08,492.71,8.723333359,485.1166992,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.53138885,3.523333311,0.99733335,130.3661072,92577.65156,6,2.756841943717415
AT_0000005,1999,1738.09,1550.99,473.43,8.723333359,470.2433533,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.80611115,3.401388884,1.010266687,127.8227768,94006.58906,6,3.2175941918830246
AT_0000005,2000,1718.71,1579.44,488.47,8.723333359,487.0933472,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.39305573,3.478610992,1.018330554,128.5675003,93105.82031,6,3.848984547471459
AT_0000005,2001,1675.5,1587.01,502.71,8.723333359,500.2133423,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.74722252,3.446527481,1.021408337,129.9525009,90815.94688,6,3.512179895889003
