no,date,R,PPT,PET,tas,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,Cluster,n
AT_0000063,1994,269.67,1062.24,673.08,8.681667233,634.8566772,15.5104,47.2521,81.2051,841.1580451,2.893465775,21.26970654,25.08333397,38.64583206,32.7142868,1.274793501,35.39083443,2.27916646,2.777251465,135.9797272,19130.70156,10,3.352973368
AT_0000066,1989,277.5,965.54,645.78,9.420167351,612.4505859,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,38.78912125,2.054699183,2.424339063,133.7170197,32207.15117,10,3.759375599
AT_0000066,1990,259.17,962.35,658.96,9.420167351,626.9461426,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,39.0086586,2.073611259,2.449980078,134.1555847,31810.93203,10,3.995849221
AT_0000066,1991,274.97,1006.88,654.83,9.420167351,631.1225342,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,40.19280167,2.09339118,2.462176514,133.0076202,32376.27344,10,4.170483886
AT_0000066,1992,263.68,992.75,680.94,9.420167351,628.6403076,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,39.12257004,2.215173483,2.479436475,135.2915802,32269.59922,10,3.236521982
AT_0000066,1993,261.06,990.13,683.68,9.420167351,625.0708618,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,38.13754654,2.300648212,2.477410107,135.2983582,32393.4707,10,3.08718793
AT_0000066,1994,243.99,970.92,702.67,9.420167351,634.5275269,15.7521,47.0437,505.3039,661.2396418,2.066011584,23.06127422,23.78125,39.30625153,34.26428604,1.992431575,37.16930542,2.119421244,2.490728125,137.0243042,32762.69063,10,3.080924584
AT_0000071,1989,851.17,975.22,605.91,7.466666889,585.9222412,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,45.48481598,2.139351845,2.585752832,128.7096344,24807.24023,10,4.049932302
AT_0000071,1990,826.67,954.02,621.53,7.466666889,594.0400146,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,44.74129715,2.185185194,2.606182031,129.1307465,25359.20781,10,3.863618112
AT_0000071,1991,894.03,977.51,617.91,7.466666889,595.0488892,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,46.27537079,2.131018639,2.609915381,128.3614853,26228.67031,10,3.97367252
AT_0000071,1992,847.36,954.99,645.25,7.466666889,600.9933228,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,44.79574051,2.342777729,2.608876514,130.7427811,26881.17539,10,3.350781182
AT_0000071,1993,808.3,943.56,648.41,7.466666889,602.1533325,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,44.82222214,2.406666756,2.587201465,130.8000015,27469.72656,10,3.36594326
AT_0000071,1994,759.31,911.53,667.2,7.466666889,598.8822266,15.1104,47.9437,49.2281,721.0741765,2.064602375,29.39520151,24.5,36.125,34.80952454,1.799785018,41.86444473,2.264907598,2.572138965,132.5659256,28006.65703,10,3.034648589
AT_0000074,1989,486.46,796.09,644.57,9.976667023,571.5433594,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,39.3072216,2.051249981,2.769075,129.7297241,37794.64297,10,3.339271695
AT_0000074,1990,452.91,777.53,658.06,9.976667023,572.8066895,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,38.52333336,2.114444494,2.795166699,130.1927795,38332.94922,10,3.287148456
AT_0000074,1991,469.69,796.48,652.84,9.976667023,583.9866943,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,41.27722168,2.047083139,2.79623335,129.4477814,39468.59922,10,3.581302212
AT_0000074,1992,420.51,776.04,682.94,9.976667023,581.5933594,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,40.2827774,2.270694494,2.82309165,131.935556,40444.86719,10,3.178266772
AT_0000074,1993,369.04,767.33,684.9,9.976667023,580.8700317,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,40.17888794,2.327222109,2.820583301,132.0847229,41263.82266,10,3.202701256
AT_0000074,1994,343.88,739.62,703.34,9.976667023,561.0933594,15.3187,48.1062,36.5195,460.2944409,2.616765916,23.13351804,20.5625,38.4375,37,2.523356954,37.24972229,2.175416708,2.83366665,133.8258331,41839.74922,10,2.770085199
AT_0000076,1989,1218.1,1123.78,609.52,7.466666889,599.6033447,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,46.65722427,2.674721956,2.493225049,129.6416687,22685.09531,10,4.283021144
AT_0000076,1990,1180.73,1103.19,628.01,7.466666889,614.8466797,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,46.36194611,2.729305267,2.514169482,130.0950043,23216.79258,10,4.210281747
AT_0000076,1991,1300.3,1135.13,625.7,7.466666889,613.8300049,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,46.89611206,2.675833464,2.517245898,129.2344482,24097.57422,10,4.174020111
AT_0000076,1992,1221.43,1107.06,651.27,7.466666889,621.4666626,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,45.64750061,2.879444361,2.527869482,131.6727829,24800.97461,10,3.344401576
AT_0000076,1993,1158.31,1100.15,654,7.466666889,623.4299927,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,45.43361053,2.933333158,2.509912549,131.7719467,25416.80586,10,3.357968664
AT_0000076,1994,1106,1062.55,674.07,7.466666889,630.6,15.3812,47.9479,42.7849,836.0566878,4.360551357,24.55711223,26.45833397,36.54166794,30.90476227,1.91495,43.03444366,2.778333426,2.525952832,133.4983337,25962.04492,10,3.175244816
AT_0000082,1989,341.89,840.05,685.7,9.190000153,600.2640015,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,47.51508179,2.792500019,2.320276953,132.4067932,23810.77578,10,3.172113256
AT_0000082,1990,340.78,823.7,702.41,9.190000153,605.6295044,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,46.50424881,2.862229109,2.352228662,132.9249176,24384.62695,10,3.180873263
AT_0000082,1991,356.32,855.88,697.76,9.190000153,614.8080078,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,49.05595703,2.811395884,2.359274316,131.8942078,25254.62695,10,3.270403946
AT_0000082,1992,348.39,830.15,728.99,9.190000153,608.9420288,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,48.08120728,2.998458147,2.39047627,134.437085,26178.24297,10,2.902384822
AT_0000082,1993,352.99,831.12,729.72,9.190000153,611.6095215,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,48.03533249,3.037895679,2.387214941,134.6131256,27134.84961,10,2.944164809
AT_0000082,1994,328.57,813.19,749.31,9.190000153,602.8500122,16.1812,47.8646,290.5173,683.9913438,2.498732236,26.38202717,26.44000053,36.03749847,32.78302002,1.013119038,45.94358368,2.857916594,2.387343652,136.2743805,28064.67227,10,2.70622346
AT_0000087,1989,392.16,1053.93,616.69,9.464167213,589.3000122,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,47.92233353,3.031749725,2.381048584,133.0113342,36011.73516,10,3.361925506
AT_0000087,1990,375.82,1042.91,634.15,9.464167213,604.723999,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,47.98349991,3.072749615,2.415755566,133.5138306,36590.53672,10,3.461054205
AT_0000087,1991,450.98,1088.64,629.34,9.464167213,606.3140137,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,48.88266754,3.066500187,2.432576416,132.2575012,37903.63359,10,3.562007898
AT_0000087,1992,445.66,1064.75,654.83,9.464167213,604.7520142,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,47.31916733,3.204333067,2.466868115,134.7013336,38879.52578,10,2.830680487
AT_0000087,1993,431.37,1064.39,657.26,9.464167213,607.6740112,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,46.70633469,3.255833387,2.469859814,134.752829,40013.62578,10,2.861807915
AT_0000087,1994,398.69,1050.24,678.79,9.464167213,618.6900269,16.1021,47.5812,96.839,921.4288197,2.681668095,18.32339453,17.75,47.04166794,34.23809433,3.132680571,45.36550064,3.063416958,2.500481982,136.4181641,41156.99922,10,2.792873867
AT_0000097,1989,1186.22,1411.43,598.37,8.723333454,596.2666626,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,29.59933243,1.960722208,2.390803662,127.5229996,26677.16211,10,4.755788019
AT_0000097,1990,1122.57,1391.05,613.28,8.723333454,608.4146606,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,29.2697773,2.056944609,2.413726855,127.6315567,27090.41055,10,4.144554328
AT_0000097,1991,1139.93,1409.72,609.79,8.723333454,602.541333,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.79699936,2.024722338,2.416362061,127.5574448,27797.60508,10,3.695575528
AT_0000097,1992,1064.72,1369.87,634.54,8.723333454,614.5573486,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.54033279,2.133388758,2.411282471,129.1818878,28399.08281,10,2.987831941
AT_0000097,1993,1009.73,1326.04,636.76,8.723333454,613.5226929,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.23577728,2.235111237,2.417193555,129.3340027,29136.74023,10,2.941723751
AT_0000097,1994,1035.77,1323.82,654.29,8.723333454,622.042688,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,27.97488899,2.180999994,2.415023145,130.8960022,29943.18281,10,2.718124619
AT_0000097,1995,1116.78,1337.61,641.26,8.723333454,609.5573486,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,27.98844337,2.247499943,2.390203662,129.5817795,30662.83867,10,2.642104315
AT_0000097,1996,1125.64,1347.69,628.55,8.723333454,600.3266846,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.61722145,2.023721933,2.385236963,127.873558,31216.10742,10,2.669873573
AT_0000097,1997,1165.96,1358.84,619.96,8.723333454,602.8293457,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.63955421,2.135444403,2.413651807,127.2567795,31634.11641,10,3.070607813
AT_0000097,1998,1180.43,1363.09,618.47,8.723333454,603.1199951,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.73288803,2.276277781,2.438198145,126.2692215,32473.23203,10,3.156270859
AT_0000097,1999,1165.96,1375.24,597.47,8.723333454,591.5066528,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,29.04777679,2.128222227,2.431867627,123.6967773,33038.63984,10,3.872728869
AT_0000097,2000,1114.04,1379.98,609.45,8.723333454,603.3773193,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,29.03522224,2.181944609,2.456855566,124.488002,33650.99492,10,3.93326128
AT_0000097,2001,1142.82,1390.53,628.74,8.723333454,618.3653076,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.66377792,2.16311121,2.477963965,125.6537796,34376.60977,10,3.533125564
AT_0000097,2002,1194.9,1429.12,632.23,8.723333454,621.9973022,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.67777824,2.16311121,2.469238965,125.1205582,35898.21641,10,3.48162573
AT_0000097,2003,1108.1,1378.86,652.76,8.723333454,638.8893188,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.15955544,2.053388834,2.479799121,129.3354446,37310.44531,10,3.435835302
AT_0000097,2004,1090.83,1372.15,657.04,8.723333454,643.1706421,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.15955544,2.112944365,2.52220835,131.357666,39316.41406,10,3.480382225
AT_0000097,2005,1090.74,1363.96,646.38,8.723333454,633.6266602,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.31611023,2.091555357,2.551253809,132.3857758,41270.64922,10,3.513577962
AT_0000097,2006,1113.89,1353.03,647.24,8.723333454,637.5106689,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.50544319,2.10988903,2.60485835,133.4543335,42583.41328,10,3.823854403
AT_0000097,2007,1050.24,1340.35,652.08,8.723333454,632.1746826,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.46988792,2.267166376,2.672662939,134.8491089,43162.90234,10,3.157080369
AT_0000097,2008,1076.32,1374.01,634.86,8.723333454,613.9773438,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.89477692,2.104833126,2.722523975,131.2907761,43175.64297,10,2.939913625
AT_0000097,2009,1139.93,1402.82,642.58,8.723333454,621.2360352,13.3354,47.8312,109.7133,740.9131802,2.720513136,31.35784168,23.81944466,36.13888931,33.58741379,1.298977041,28.80899887,2.13049984,2.714610986,130.8336655,42270.86953,10,2.908419692
AT_0000100,1989,1084.27,1358.06,567.31,8.3866045,560.5740723,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.74003029,2.276357651,1.77376084,126.4106186,44402.23906,10,3.584886419
AT_0000100,1990,1028.99,1334.69,580.51,8.3866045,569.7707397,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.2658329,2.347361326,1.780680298,126.6560196,46267.84453,10,3.307322338
AT_0000100,1991,1085.69,1354.15,575.47,8.3866045,564.9536987,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.3487648,2.320277691,1.78421394,126.3337341,49133.73125,10,3.252657321
AT_0000100,1992,1016.18,1320.68,597.93,8.3866045,574.2577759,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.51737556,2.457361221,1.782396655,128.2111115,49585.47891,10,2.717937025
AT_0000100,1993,966.63,1277.35,600.14,8.3866045,573.6322144,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.43743782,2.542021513,1.777037427,128.2640747,51162.5375,10,2.70247187
AT_0000100,1994,976.55,1266.47,618.94,8.3866045,582.6036987,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.52796211,2.461497068,1.770067871,129.9669418,52422.90234,10,2.519443629
AT_0000100,1995,1080.73,1293.58,607.86,8.3866045,572.2462769,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.56181984,2.542453289,1.755385425,128.7536072,54050.50469,10,2.438220009
AT_0000100,1996,1134.14,1311.71,597.34,8.3866045,564.8088684,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.05907249,2.304629803,1.743394653,126.9630234,55184.03047,10,2.441649291
AT_0000100,1997,1179.23,1328.2,586.88,8.3866045,565.813324,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.57089386,2.442962885,1.772099902,125.9674042,56723.35938,10,2.750442101
AT_0000100,1998,1202.62,1341.6,583.57,8.3866045,564.1518616,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.58231277,2.582746983,1.799993091,124.817131,58631.76172,10,2.781657164
AT_0000100,1999,1191.99,1353.45,562.85,8.3866045,553.5555725,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.51842422,2.422639132,1.80756875,122.1573151,60137.45078,10,3.281797489
AT_0000100,2000,1144.8,1353.4,576.68,8.3866045,566.0341003,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.3611412,2.477947474,1.822428003,123.0385208,60954.35938,10,3.251015945
AT_0000100,2001,1092.78,1353.49,595.58,8.3866045,578.8692993,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.99169693,2.451188326,1.846288501,124.4496613,62122.71016,10,2.961538405
AT_0000100,2002,1162.93,1388.17,601.41,8.3866045,581.3944824,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.63314705,2.469182014,1.844899268,124.1642624,63727.85625,10,2.77230019
AT_0000100,2003,1066.55,1322.08,620.81,8.3866045,591.05448,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.62391891,2.345154285,1.839269971,128.4290436,65625.68906,10,2.624122187
AT_0000100,2004,1077.29,1323.74,623.9,8.3866045,594.4755737,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.6896286,2.413101673,1.866298975,130.3490463,68802.12813,10,2.647794182
AT_0000100,2005,1104.82,1316.62,611.08,8.3866045,583.8596558,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.95302353,2.409382582,1.870833008,131.3222244,75104.86719,10,2.666190424
AT_0000100,2006,1136,1311.19,612.29,8.3866045,588.051123,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,31.99506073,2.384629726,1.887954932,132.3256805,81235.79531,10,2.791456488
AT_0000100,2007,1044.59,1299.47,618.37,8.3866045,590.5270386,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.33006096,2.576527834,1.907226514,133.6136108,86222.2,10,2.714424613
AT_0000100,2008,1100.74,1334.68,602.27,8.3866045,581.3600098,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.28249893,2.41560173,1.917219092,130.0430862,89081.27031,10,2.830190838
AT_0000100,2009,1134.59,1375.77,612.07,8.3866045,589.6311279,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,32.98660355,2.445138693,1.891128125,129.6693817,90284.375,10,2.747277787
AT_0000100,2010,1087.81,1355.33,606.61,8.3866045,586.9822266,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.37799225,2.411635876,1.866621582,127.4617599,89995.38438,10,2.874640351
AT_0000100,2011,997.1,1316.37,616.94,8.3866045,595.9896606,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.09138756,2.329799414,1.877356128,128.3076889,89283.92813,10,2.946863641
AT_0000100,2012,1019.02,1291.03,611.38,8.3866045,598.7248535,13.9229,48.0521,453.2617,832.4549508,4.01435098,31.58110543,24.42592621,36.1620369,35.47814178,1.954342203,33.36311607,2.41128087,1.859823828,127.6846359,90222.26406,10,3.463125331
AT_0000106,1989,1114.8,1101.46,574.18,8.001667023,563.6829712,14.4521,47.8854,169.3407,848.4364258,3.631680784,27.97754244,27.234375,36.375,37.61363602,2.103143005,34.01749954,2.119124889,2.48046875,127.3028366,8147.702344,10,3.959893088
AT_0000106,1990,1068.03,1075.43,590.03,8.001667023,573.5239868,14.4521,47.8854,169.3407,848.4364258,3.631680784,27.97754244,27.234375,36.375,37.61363602,2.103143005,33.43974838,2.169041872,2.479410352,127.6173355,8230.911328,10,3.677301753
