no,date,R,PPT,PET,tas,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,Cluster,n
AU_0000083,1989,139.642981,907.805,1668.983398,24.08824754,849.0416748,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,70.1615303,3.410777617,1.577610425,233.7199982,91379.69219,2,2.675521555
AU_0000083,1990,240.7201251,986.7866667,1673.783398,24.08824754,888.5616699,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,106.3431976,3.435985994,1.626564575,234.1225006,96033.88281,2,2.38318861
AU_0000083,1991,290.3453063,1145.703333,1672.013379,24.08824754,909.0449951,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,137.3916691,3.429055452,1.623587476,234.8802856,99250.13594,2,1.781166513
AU_0000083,1992,299.2209947,1133.563333,1678.556714,24.08824754,898.8366699,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,147.0272247,3.386805487,1.644564526,236.6191772,101973.2594,2,1.754087643
AU_0000083,1993,275.3611797,1041.955,1679.515112,24.08824754,846.2783447,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,136.7904186,3.388916636,1.634489526,236.8783417,103844.2953,2,1.739312196
AU_0000083,1994,229.932928,905.795,1706.296777,24.08824754,706.0266846,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,105.2299999,3.457347155,1.585785352,239.7682037,107277.5047,2,1.391317528
AU_0000083,1995,141.1888661,828.0183333,1712.493457,24.08824754,660.8333496,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,74.40958214,3.440249968,1.549987451,240.392926,109112.3531,2,1.383024781
AU_0000083,1996,92.14969539,658.4766667,1722.558447,24.08824754,629.585022,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,48.60833168,3.468027687,1.527506226,241.205426,113370.6828,2,2.305152737
AU_0000083,1997,231.3277043,821.6166667,1700.303467,24.08824754,707.4416748,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,79.51083565,3.508985996,1.534849976,237.6112579,116927.5688,2,1.701993131
AU_0000083,1998,412.5946277,995.6366667,1680.911768,24.08824754,858.5299927,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,125.1386131,3.436486053,1.582020801,234.4255585,120162.6156,2,2.015529277
AU_0000083,1999,393.1860521,1117.481667,1654.775122,24.08824754,979.9833374,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,159.466671,3.423027658,1.600379126,229.6972198,122533.7484,2,2.45830187
AU_0000083,2000,561.1256033,1304.903333,1625.291772,24.08824754,1070.678345,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,200.3400124,3.463666582,1.617002051,224.7070831,126309.4422,2,2.361308518
AU_0000083,2002,455.6591593,1120.68,1666.975073,24.08824754,1025.981677,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,197.6219513,3.490736008,1.656895825,230.323053,135497.4297,2,3.002562448
AU_0000083,2003,278.974517,965.7566667,1698.420093,24.08824754,889.8333496,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,164.648201,3.569458103,1.61038335,235.1670898,143623.0063,2,2.570695778
AU_0000083,2004,328.6008584,888.1316667,1728.148413,24.08824754,812.0100098,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,137.8491714,3.5777915,1.597712549,239.7183411,154215.9625,2,2.250945513
AU_0000083,2006,221.7718481,745.6966667,1771.681689,24.08824754,707.6133423,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,93.72444458,3.668888664,1.5528,243.7261139,224556.6531,2,2.348630186
AU_0000083,2007,167.5336357,846.9116667,1738.818384,24.08824754,786.3650024,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,110.8093079,3.694263697,1.53768335,237.7143097,233495.9438,2,2.322990366
AU_0000083,2008,306.2029695,985.8216667,1719.796704,24.08824754,860.4333374,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,129.737648,3.659027672,1.54555835,234.9091583,238448.4063,2,2.044173363
AU_0000083,2009,534.7881755,1183.998333,1704.096655,24.08824754,897.4,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,156.8440384,3.611180449,1.52828125,232.4981873,240703.9094,2,1.600587834
AU_0000083,2010,1227.378547,1482.426667,1649.609961,24.08824754,1023.051672,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,200.8384857,3.588569403,1.61498335,223.2809631,181240.4563,2,1.642614248
AU_0000083,2011,1165.229056,1573.095,1630.981641,24.08824754,1060.86167,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,222.0551544,3.511722136,1.606125024,221.717215,170202.6781,2,1.68338763
AU_0000083,2012,1464.532578,1580.225,1634.663281,24.08824754,1044.300012,146.7025667,-19.31789167,160.4782343,76.41063377,1.319126791,21.57920022,34.33333206,42.29166794,16.72727203,1.708569214,228.2865387,3.445110989,1.63785,223.9827759,162250.9094,2,1.608511504
AU_0002542,1990,18.70354385,317.0990909,2326.06543,25.24332472,301.5774323,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,3.230013847,3.057522678,0.298931689,258.2601318,91.78368988,2,1.338286262
AU_0002542,1991,20.91720378,294.8307438,2325.91333,25.24332472,280.2908264,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.993312788,3.022749281,0.296075604,258.268103,94.10258331,2,1.301328547
AU_0002542,1992,23.92305734,312.2804132,2328.17085,25.24332472,296.7823151,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.845523477,3.036413193,0.299722729,258.5742371,96.68829193,2,1.325241937
AU_0002542,1993,26.06226605,332.7286777,2333.731152,25.24332472,316.1719818,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.743471122,3.089486885,0.302699255,258.9387695,99.64574432,2,1.353947019
AU_0002542,1994,25.99291205,308.4023967,2335.246875,25.24332472,293.6340485,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.19595046,3.038531637,0.297714105,259.407135,103.4496521,2,1.331411561
AU_0002542,1995,38.43219724,330.9261157,2321.20166,25.24332472,313.1199188,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,5.242472649,3.045065355,0.315472198,258.2963867,108.801474,2,1.323358155
AU_0002542,1996,43.46979632,341.5335537,2320.842041,25.24332472,323.9120667,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,6.019290733,3.036172819,0.328814398,258.0109497,115.8573929,2,1.355576896
AU_0002542,2003,64.24497267,345.9546281,2266.30415,25.24332472,328.780426,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,10.83061309,2.901925468,0.352843457,258.086264,133.9763245,2,1.390002726
AU_0002542,2004,41.4862321,286.5618182,2294.054346,25.24332472,273.7290161,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,7.206797504,2.959893751,0.335863733,259.1226959,136.2127319,2,1.330268445
AU_0002542,2005,24.92154812,226.5503306,2315.702002,25.24332472,216.8842255,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,3.487383032,2.958923435,0.32092934,260.7904114,138.5543762,2,1.242528634
AU_0002542,2006,26.72705355,292.5779339,2315.916602,25.24332472,278.5027496,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.63050971,2.945089388,0.333271533,259.4781525,141.9053345,2,1.308987203
AU_0002542,2007,24.76117866,304.3556198,2323.400391,25.24332472,289.4572113,115.5945187,-22.02260013,2222.476,154.2739397,0.279174468,23.95129544,26.43502045,49.08978271,22.52352905,3.494802882,2.205833435,2.966105938,0.322791705,259.2504242,144.7260071,2,1.319287578
AU_0002551,1989,0.080582441,315.5189286,2236.05752,24.29574966,299.7676819,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.443288743,3.159396982,0.262642978,258.0942444,779.1725098,2,1.347539302
AU_0002551,1990,0.0832752,318.5928571,2248.365771,24.29574966,302.6864319,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.415386963,3.205349445,0.260365875,257.7776794,800.7401611,2,1.349579617
AU_0002551,1991,0.0832752,323.7201786,2242.064697,24.29574966,307.5400116,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.39885422,3.143425369,0.25876767,256.936908,818.5170776,2,1.358531869
AU_0002551,1992,0.085049429,322.6016071,2234.261816,24.29574966,306.4812531,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.388854212,3.114620352,0.259825137,257.0643005,836.9733887,2,1.35863981
AU_0002551,1993,0.013771687,304.6201786,2230.991064,24.29574966,289.4008942,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.37773813,3.143614435,0.256695932,257.046402,860.7627808,2,1.331199
AU_0002551,1994,0.016828737,287.1730357,2230.682861,24.29574966,272.8278595,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.365416694,3.082517815,0.254377847,257.490097,894.6200928,2,1.303631963
AU_0002551,1995,0.110677056,349.5751786,2217.715332,24.29574966,330.7719574,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,3.31260407,3.105913687,0.277458344,255.995813,935.8861084,2,1.374283537
AU_0002551,1996,0.11098028,366.6066071,2226.091016,24.29574966,347.6057007,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,4.124270743,3.136050653,0.290923465,255.9901733,990.115979,2,1.41343841
AU_0002551,2005,0.391444878,350.8582143,2234.013232,24.29574966,333.7262604,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,1.604121971,3.090928507,0.319113086,258.1838715,1181.19873,2,1.412037278
AU_0002551,2008,4.847186493,387.395,2222.702832,24.29574966,368.1009033,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,1.143497109,3.060443401,0.310953775,255.4950439,1218.406323,2,1.463084137
AU_0002551,2009,8.96539587,363.2196429,2235.981055,24.29574966,345.1271484,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,1.066785812,3.070458317,0.29929686,256.3715912,1220.401782,2,1.422422988
AU_0002551,2010,13.47306011,368.4771429,2241.478418,24.29574966,350.1062561,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,1.005967355,3.116260386,0.288847656,255.0688568,1232.385986,2,1.428736931
AU_0002551,2011,17.13531386,309.5828571,2257.792871,24.29574966,294.198584,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,0.876666701,3.161537123,0.261058337,255.8696167,1266.363135,2,1.335297338
AU_0002551,2012,22.00982258,354.1355357,2239.808057,24.29574966,334.8037628,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,4.049241102,3.146354055,0.28107778,254.1469666,1314.761279,2,1.369833121
AU_0002551,2013,26.5734747,364.4808929,2236.949707,24.29574966,345.1817963,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,4.721011937,3.133031178,0.292498514,252.9590973,1367.638501,2,1.398587826
AU_0002551,2014,30.91748662,362.3773214,2226.532031,24.29574966,343.3732269,119.234573,-22.8833548,1483.437,699.382731,0.752093744,21.60662005,21.36018562,55.04074097,21.33573723,2.242812929,5.090610158,3.069168091,0.302432413,253.6991852,1361.525513,2,1.401987548
