no,date,R,PPT,PET,tas,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,Cluster,n
AT_0000010,1993,657.56,1175.15,637.86,10.51666641,604.1400146,13.4187,48.1312,23.8117,622.5141032,1.276046067,17.06439931,21.625,40.59375,35.125,0.398296475,30.43333282,2.367499828,2.767116602,128.061673,43505.78281,12,2.896446169
AT_0000010,1994,697.82,1176.16,656.99,10.51666641,613.0500122,13.4187,48.1312,23.8117,622.5141032,1.276046067,17.06439931,21.625,40.59375,35.125,0.398296475,29.49833221,2.298750162,2.764874951,129.6916748,43335.97422,12,2.710077714
AT_0000060,1989,93.7,633.82,760.7,11.28937492,534.4555542,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,24.66278038,2.91312933,1.59641731,135.9044037,47045.97344,12,2.768708848
AT_0000060,1990,85.48,620.61,776.66,11.28937492,534.3959961,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,22.95855751,2.988314867,1.624845947,136.4756653,51582.40625,12,2.838954999
AT_0000060,1991,79.72,648.57,769.32,11.28937492,556.1284424,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,25.42181664,2.952777863,1.646040747,135.3207733,56880.94688,12,3.037554115
AT_0000060,1992,75,624.81,803.56,11.28937492,539.5377625,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,25.33640862,3.112870216,1.686149805,137.8888855,61945.54922,12,2.760218275
AT_0000060,1993,71.5,624.55,803.27,11.28937492,535.3417725,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,25.91244583,3.147203684,1.677319263,138.1300751,67458.48047,12,2.674477396
AT_0000060,1994,78.08,624.83,823.14,11.28937492,524.4364624,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.70148201,2.956870079,1.685004004,139.7382996,68195.64063,12,2.384153171
AT_0000060,1995,86.3,643.98,816.42,11.28937492,540.7866699,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,31.00270424,3.142241001,1.700672241,138.849411,67686.87813,12,2.512789246
AT_0000060,1996,107.96,655.8,808.76,11.28937492,546.7400024,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,32.60148201,3.032536745,1.695987207,137.5935638,66976.10313,12,2.539801603
AT_0000060,1997,113.42,665.49,792.07,11.28937492,568.7449036,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,32.8920002,3.050962925,1.702316699,135.9930786,66191.87891,12,2.974830234
AT_0000060,1998,115.06,678.09,790.69,11.28937492,579.215564,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,33.02251892,3.149314642,1.740554175,134.528006,64933.50391,12,3.074771716
AT_0000060,1999,115.89,691.47,771.1,11.28937492,587.9866577,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,32.97285309,3.074037075,1.754748633,132.3665192,63847.43984,12,3.272964692
AT_0000060,2000,111.26,657.62,790.98,11.28937492,565.2373413,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,31.15996361,3.141036987,1.739085132,133.7811859,63931.8,12,2.999586376
AT_0000060,2001,82.19,614.42,815.13,11.28937492,538.2609009,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,28.99648132,3.181629658,1.763834058,135.1899963,64069.68906,12,2.814581132
AT_0000060,2002,71.5,623.17,824.95,11.28937492,535.0631226,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,29.19096375,3.077684879,1.764010107,135.5181824,65209.93047,12,2.588621012
AT_0000060,2003,64.93,583.35,842.14,11.28937492,517.2471313,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,28.1900383,2.978333235,1.752061011,139.380957,67153.71953,12,2.658587153
AT_0000060,2004,56.87,568.7,843.21,11.28937492,499.9057983,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.25370407,3.059018373,1.737000732,140.3531097,70215.10547,12,2.479175556
AT_0000060,2005,55.89,587.32,818.92,11.28937492,511.2200195,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,28.19477806,3.077888966,1.738534424,140.4629242,73457.875,12,2.561340049
AT_0000060,2006,63.29,603.21,817.5,11.28937492,528.3697876,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.7032238,2.948925734,1.734030786,141.2308929,75767.27344,12,2.731297899
AT_0000060,2007,70.68,614.41,824.63,11.28937492,527.087561,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.57429733,3.156278133,1.743711353,141.8239258,77327.26094,12,2.533215815
AT_0000060,2008,83.24,654.74,813.38,11.28937492,563.347998,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.19855537,3.093500137,1.754646094,138.5080383,78253.49531,12,2.861306129
AT_0000060,2009,100.27,678.79,826.55,11.28937492,573.7408936,16.6396,47.8521,401.1166,267.5941403,1.204808544,20.79557001,20.65104103,32.19270706,38.39323044,2.456978931,27.92185135,3.041388988,1.79912251,138.69263,77073.57031,12,2.734219458
AT_0000102,1989,559.58,1000.93,624.16,9.039166832,589.4866333,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,34.64743843,1.714552402,1.760955542,126.1556747,123202.9625,12,3.317122305
AT_0000102,1990,524.88,982.07,635.88,9.039166832,590.8192261,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,34.12577171,1.793395162,1.775889282,126.461203,124826.0156,12,3.119588611
AT_0000102,1991,548.3,997.09,631.76,9.039166832,596.1573853,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,35.13145065,1.751620412,1.78410874,126.1539795,129186.8641,12,3.363806404
AT_0000102,1992,510.66,972.65,658.29,9.039166832,594.3892456,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,33.50737686,1.921929002,1.7926271,128.2201187,128694.4797,12,2.815817286
AT_0000102,1993,478.9,944.88,660.33,9.039166832,592.1288818,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,34.33864136,2.005185366,1.7889323,128.3591019,130430.6438,12,2.834851684
AT_0000102,1994,471.96,933.37,679.26,9.039166832,585.2496216,14.2562,48.2021,360.3843,447.5307877,1.326815552,28.37579507,25.203125,36.3125,34.44973373,1.641621109,32.56422806,1.909568071,1.788929175,130.0882355,132479.2047,12,2.501601948
AT_0000121,1989,470.13,1053.56,578.57,9.820999718,558.8790161,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,42.45041733,2.149750233,2.139092725,124.8110031,14994.75645,12,3.4462594
AT_0000121,1990,457.65,1032.77,595.07,9.820999718,565.1340088,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,41.7218338,2.262041569,2.167417822,125.1991653,15078.7793,12,3.147164488
AT_0000121,1991,447.94,1037.23,592.66,9.820999718,564.5900024,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,42.04750061,2.191583395,2.185336719,125.1607498,15301.47891,12,3.192162756
AT_0000121,1992,410.23,1003.42,620,9.820999718,567.526001,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.05200043,2.418916464,2.176369531,127.5086655,15403.95879,12,2.711801264
AT_0000121,1993,370.28,971.85,623.06,9.820999718,568.3340088,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.30183411,2.508041859,2.163151758,127.8861633,15530.38242,12,2.777486632
AT_0000121,1994,367.5,961.19,642.13,9.820999718,559.1190063,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,37.76650162,2.400916576,2.163822852,129.6576614,15691.43301,12,2.358857686
AT_0000121,1995,434.07,995.26,630.09,9.820999718,552.6060059,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,38.22275162,2.490124941,2.157054443,128.523912,15819.03848,12,2.291549112
AT_0000121,1996,465.85,1023.84,617.99,9.820999718,546.9360107,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,39.34658356,2.140166759,2.156686621,126.9464111,16007.84609,12,2.265027554
AT_0000121,1997,460.42,1046.63,604.9,9.820999718,553.2020142,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.40375061,2.297999859,2.193853809,125.8004929,16098.85723,12,2.514691081
AT_0000121,1998,449.33,1053.61,603.51,9.820999718,552.798999,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.4730835,2.558000088,2.229031543,124.3071655,16427.75449,12,2.511991881
AT_0000121,1999,470.13,1076.9,582.31,9.820999718,558.4279907,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,42.68033371,2.352083206,2.227166553,121.5030853,16707.66563,12,3.173290993
AT_0000121,2000,436.65,1058.79,596.2,9.820999718,563.2749878,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,41.68399963,2.356291771,2.236348242,122.3459198,17125.38379,12,2.957541419
AT_0000121,2001,445.17,1062.29,614.6,9.820999718,573.8499878,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.55341644,2.32962513,2.260871631,123.1101685,17484.31074,12,2.821332703
AT_0000121,2002,561.66,1105.65,622.53,9.820999718,578.0130005,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.1195816,2.411791325,2.268618896,122.7517502,18231.35117,12,2.654467562
AT_0000121,2003,538.08,1056.31,643.1,9.820999718,573.7910034,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,37.89274826,2.193375111,2.238866699,127.1670807,18938.88672,12,2.363974901
AT_0000121,2004,527.04,1058.17,646.89,9.820999718,578.926001,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,38.19399796,2.363250017,2.259698926,129.1409973,19857.52227,12,2.405688529
AT_0000121,2005,511.73,1069.07,633.25,9.820999718,576.2680054,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,39.14399872,2.33029151,2.293818896,130.1014099,20873.91133,12,2.516147701
AT_0000121,2006,507.57,1063.51,635.29,9.820999718,577.2199951,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,39.05908203,2.239041805,2.323161084,131.6333252,21560.60625,12,2.518949811
AT_0000121,2007,395.24,1049.9,640.54,9.820999718,581.142981,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,38.91791534,2.554374933,2.365152734,132.7589966,22023.20586,12,2.557493704
AT_0000121,2008,415.79,1085.3,623.24,9.820999718,588.340979,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.92408295,2.285291672,2.409323877,129.1928314,22139.80313,12,3.003775577
AT_0000121,2009,432.68,1112.27,631.15,9.820999718,596.0819824,14.1396,48.3687,226.5113,702.790049,1.421636904,20.96570059,14.8166666,56.38750076,26.81904793,1.143824019,40.86408234,2.273958206,2.44760835,128.6954987,21861.09648,12,2.974620741
AT_0000137,1989,182.48,831.77,681.83,9.736667061,619.4050049,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.83256302,1.860922456,2.185018066,135.218045,29304.63125,12,3.927527411
AT_0000137,1990,174.19,831.03,692.92,9.736667061,630.3128662,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.89791794,1.879940391,2.210934521,135.6861389,29305.4125,12,4.101024425
AT_0000137,1991,202.39,873.58,687.68,9.736667061,640.7850098,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,42.79750137,1.908749938,2.219259912,134.511795,29884.69492,12,4.313979863
AT_0000137,1992,186.31,859.8,715.22,9.736667061,630.8678589,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,42.7080368,2.022916555,2.230092822,136.8563171,30193.61836,12,3.408875516
AT_0000137,1993,175.85,858.02,716.7,9.736667061,621.7921387,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,41.5751194,2.111964226,2.223903076,136.8979797,30336.67383,12,3.159066512
AT_0000137,1994,167.55,844.56,735.37,9.736667061,622.7271484,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.53797493,1.923154712,2.242234229,138.6369049,30700.51484,12,3.036599661
AT_0000137,1995,172.53,838.01,731.61,9.736667061,615.9592896,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.030476,2.079761982,2.238082617,137.6808319,31078.18438,12,2.972934756
AT_0000137,1996,163.02,827.86,726.09,9.736667061,609.0678711,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,38.55285606,1.961309433,2.242220313,136.3485092,31420.43633,12,2.949241966
AT_0000137,1997,157.6,826.88,715.38,9.736667061,624.4707397,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,38.46380806,2.003869295,2.270217969,134.90952,31468.69766,12,3.477796146
AT_0000137,1998,172.53,841.52,715.56,9.736667061,639.4243042,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.9891655,2.060833454,2.289279395,133.9510086,32178.27031,12,3.825438887
AT_0000137,1999,185.8,855.51,699.54,9.736667061,641.0271484,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,41.96166534,2.021547556,2.269887695,131.7764267,32766.06602,12,4.135064607
AT_0000137,2000,171.34,845.43,716.02,9.736667061,633.8414307,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,40.37642708,2.071130991,2.275519482,133.509343,33413.97969,12,3.59607578
AT_0000137,2001,132.71,782.42,739.07,9.736667061,616.287146,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,38.14303551,2.126041651,2.297024512,135.5112488,33944.29609,12,3.319142283
AT_0000137,2002,121.1,790.45,745.18,9.736667061,611.0542847,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,38.6692852,1.999583364,2.291317578,135.6781555,35394.36875,12,3.058899892
AT_0000137,2003,94.56,744.44,760.13,9.736667061,586.9535645,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,36.96059532,1.926398873,2.281330859,139.2710693,36635.41172,12,2.795363445
AT_0000137,2004,91.49,731.3,761.74,9.736667061,575.2756958,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,34.91184502,1.951249838,2.285359033,140.0701752,38227.18516,12,2.667892351
AT_0000137,2005,101.19,749.19,741.94,9.736667061,577.6842651,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,37.36077423,2.011160612,2.282445313,139.7335724,39817.02344,12,2.717468515
AT_0000137,2006,112.81,777.86,737.62,9.736667061,600.8213867,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.16148911,1.928779721,2.269030566,139.9503571,40664.75547,12,3.005436464
AT_0000137,2007,117.78,778.2,743.28,9.736667061,602.316394,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,38.51571579,2.085654736,2.300749805,140.6893463,40899.49609,12,2.981787323
AT_0000137,2008,131.41,823.52,730.47,9.736667061,630.3213989,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,41.14017944,2.044494152,2.300587012,137.2476837,40489.68047,12,3.443990407
AT_0000137,2009,159.26,857.85,740.56,9.736667061,646.9064087,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,42.30726318,2.037083387,2.329223877,137.5538147,39466.74922,12,3.47571948
AT_0000137,2010,172.53,864.9,735.84,9.736667061,652.6864136,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,42.98607178,2.074285746,2.30723667,135.4723236,38658.55938,12,3.669184946
AT_0000137,2011,172.53,846.24,748.58,9.736667061,652.062854,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,39.79095192,1.882886887,2.342372363,137.0172058,37844.84219,12,3.598135552
AT_0000137,2012,182.98,840.64,744.28,9.736667061,661.6692627,15.9437,47.0812,194.7929,408.2128725,0.884056653,21.04552391,25.65357208,37.31785583,34.33734894,2.430343677,40.14946327,2.130714178,2.341416211,137.055954,37031.67109,12,4.051280096
AU_0000789,2001,80.3446276,747.455,1077.915015,13.8811961,676.0025024,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,35.60729332,4.302562237,4.288462305,177.3881287,7567.986523,12,2.929093724
AU_0000789,2002,92.12004474,768.19,1087.090015,13.8811961,700.3150024,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,35.04875145,4.415708065,4.314579492,177.5556274,7707.441992,12,3.136111082
AU_0000789,2003,89.9902795,746.015,1089.432495,13.8811961,677.2925049,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,35.1777092,4.442978954,4.307927734,178.5502106,7844.190137,12,2.939508839
AU_0000789,2004,91.70463805,777.1775,1091.09751,13.8811961,694.7525146,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,39.45354195,4.529437351,4.365654395,179.027713,8043.761133,12,2.863356519
AU_0000789,2005,85.92423444,751.12,1100.742505,13.8811961,691.7075195,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,36.60708351,4.536145687,4.375893359,180.1985474,8217.364453,12,3.16658234
AU_0000789,2006,40.9971967,671.26,1112.15752,13.8811961,628.0525269,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,30.7270834,4.529062462,4.430769922,183.1043793,8380.91582,12,2.99460261
AU_0000789,2007,26.82502779,693.255,1114.390015,13.8811961,638.5775391,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,31.50979214,4.436187458,4.478400586,183.3689606,8453.797754,12,2.826638396
AU_0000789,2008,42.1022842,691.0575,1115.547534,13.8811961,641.0500366,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,29.25395908,4.373604107,4.536621191,182.8197937,8572.028125,12,2.928315445
AU_0000789,2009,37.86453297,670.055,1128.445044,13.8811961,623.6625244,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,27.92666798,4.363833332,4.459222266,184.71604,8596.575195,12,2.847508039
AU_0000789,2010,36.91615634,711.585,1117.412549,13.8811961,653.9150146,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,29.23875065,4.326500034,4.461290625,183.1131226,8702.416992,12,2.867143127
AU_0000789,2011,50.29185536,815.6725,1100.345044,13.8811961,743.3325073,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,36.26770935,4.343604183,4.587986426,179.76875,8843.313672,12,3.357948128
AU_0000789,2012,65.50487664,834.29,1098.287549,13.8811961,754.2599976,146.8256305,-38.41769522,120.850166,245.2465242,1.560126787,25.14340643,12.1785717,57.00893021,9.317307472,1.579235639,38.84083405,4.377291679,4.69400752,178.4885437,8976.805469,12,3.334941587
AU_0000825,2000,102.6448551,834.51,1093.950024,13.25897452,628.1700439,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,38.65166626,4.510250282,1.687883325,178.4516754,6896.125,12,1.716551521
AU_0000825,2001,52.60218603,802.8,1107.230029,13.25897452,629.7100342,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,40.48333282,4.478083515,1.67886665,179.0100128,6915.192285,12,1.822222022
AU_0000825,2002,48.3349232,808.37,1115.46001,13.25897452,644.4900269,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,39.74416656,4.558000088,1.635349976,179.7091766,7018.506738,12,1.908407823
AU_0000825,2003,52.240633,811.28,1115.780005,13.25897452,628.710022,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,39.03499985,4.590499878,1.624791626,180.1300079,7128.780176,12,1.76759969
AU_0000825,2004,55.07321563,820.95,1115.27002,13.25897452,623.560022,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,39.40250015,4.603833294,1.71789165,180.686673,7298.041992,12,1.696717736
AU_0000825,2005,27.921533,790.22,1124.750024,13.25897452,633.2900269,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,38.25749969,4.598666477,1.831141675,182.018338,7457.616797,12,1.877642272
AU_0000825,2006,24.47403148,733.31,1140.760034,13.25897452,600.8900269,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,34.74583359,4.569416428,1.860325024,185.8366669,7617.525391,12,1.841855024
AU_0000825,2007,31.09403907,757.55,1132.360034,13.25897452,603.2800415,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,34.68416672,4.530833149,2.005491699,185.3391632,7717.622461,12,1.759857201
AU_0000825,2008,24.59308074,728.42,1132.500024,13.25897452,597.1000366,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,33.35666695,4.507916546,2.024408374,185.1349976,7881.445898,12,1.844832696
AU_0000825,2009,19.76258573,684.1,1141.61001,13.25897452,568.760022,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,31.92333336,4.518499756,1.990566675,186.8266632,7961.43623,12,1.807722366
AU_0000825,2010,48.96104781,744,1128.440015,13.25897452,590.1400024,144.6392591,-37.31369317,16.82100682,647.0579427,1.51996,8.275317514,28.75,49.625,20.875,2.96342,32.65249977,4.499833202,2.053033325,184.1599945,8106.899902,12,1.717992719
