no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_1347,2015,268.3272028,5.33027705,83.84478973,537.8272937,435.3016036,23.28187264,0.270292401,4.83E-05,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2016,268.7535902,5.481953843,81.95898699,571.0297868,415.7097435,23.33074857,0.270447772,4.83E-05,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2017,269.0835767,5.586760286,84.23101783,565.3136719,419.1049484,23.2717547,0.305523294,0.000952975,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2018,268.0198555,5.363838743,83.53904793,540.3501186,426.2999232,23.24019368,0.295750845,0.000953058,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2019,268.3730832,5.497202144,83.4060457,531.300086,431.2506825,23.28914708,0.268300975,0.000953057,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2020,268.0004851,5.383963633,83.04153185,528.4185248,410.0935271,23.33919698,0.282136882,0.000953049,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2021,268.5770095,5.372774388,85.73320611,510.2909092,414.6036272,23.30864221,0.284230446,0.000928903,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2022,268.6718013,5.290272258,86.30545034,542.0342174,408.7058389,23.28731021,0.27942523,0.000928905,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2023,269.0016863,5.361918956,82.34800708,544.7171161,434.6933946,23.33720699,0.269296475,0.001058138,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2024,268.6885713,5.37183798,85.6334419,507.4795892,427.8335719,23.27368233,0.252585178,0.001187365,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2025,269.3578077,5.353858525,86.29466514,543.6081635,449.4733278,23.26026686,0.302103457,0.001316593,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2026,269.3561421,5.445325673,81.20005248,559.7389199,454.3593627,23.26028968,0.302207281,0.001316594,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2027,269.330306,5.519890663,84.56839335,533.2398471,430.3713789,23.25324445,0.302886323,0.001445824,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2028,269.0807788,5.427382794,85.64738945,550.1930484,427.5148758,23.19983723,0.292450366,0.001445828,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2029,269.1207286,5.588297968,83.67278853,564.7375673,409.6439006,23.23078598,0.299104443,0.00157506,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2030,269.162797,5.422542927,83.47148723,577.0782875,442.4600874,23.25842439,0.310153235,0.00170429,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2031,268.6605201,5.328003566,84.72910957,566.7917077,424.0751017,23.24787913,0.30967386,0.001704298,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2032,269.2697495,5.390001031,85.39298744,532.6287135,422.5227839,23.22549931,0.303453917,0.001575084,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2033,268.771097,5.364081695,86.48955277,497.5191661,441.2736089,23.16739462,0.314994715,0.001704316,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2034,268.5505732,5.335808003,81.24054715,531.2825769,412.0212442,23.18462784,0.271495122,0.001833551,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2035,269.7263459,5.52585897,85.5878853,551.403561,426.6915417,23.1554575,0.318452411,0.002350474,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2036,269.7100677,5.499649939,83.5387724,580.8910648,424.8474818,23.0959974,0.338318024,0.002479708,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2037,269.786171,5.41389006,81.56425129,581.3288601,448.3370421,23.09727391,0.38585562,0.002738165,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2038,269.9130041,5.529033075,80.13444875,598.603094,444.7333492,23.05168449,0.400002187,0.002867398,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2039,270.4080689,5.619153132,85.62543053,593.3549615,456.734664,23.04698313,0.35447296,0.003384305,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2040,269.7577677,5.558385933,82.61686473,561.8953982,433.901553,23.11216189,0.333223817,0.003384302,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1347,2041,270.8145175,5.490183167,82.93797471,574.1652729,474.5623123,23.1057472,0.391737071,0.003513533,104.0567246,0.356320373,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
