no,date,R,PPT,PET,TMP,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,n,Cluster
AR_0000031,1989,463.59,464.33,809.35,6.021913624,295.6403381,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.52322998,5.374811649,0.216054108,192.469928,209.1786652,1.00303149,4.0
AR_0000031,1990,417.77,465.4,809.22,6.021913624,290.1599487,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.93805504,5.443586349,0.214929108,192.7233612,210.06091,0.973153036,4.0
AR_0000031,1991,387.3,463.5,807.38,6.021913624,291.4463501,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.56443825,5.490748405,0.211905048,193.2967102,210.9373047,0.984585571,4.0
AR_0000031,1992,358.26,406.7,806.97,6.021913624,298.4907227,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,26.54972763,5.473297596,0.211425705,193.1965546,213.534671,1.186614101,4.0
AR_0000031,1993,334.26,467.87,806.75,6.021913624,323.754776,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,28.28731499,5.501832485,0.210384332,192.2397797,221.2934875,1.158476075,4.0
AR_0000031,1994,354.08,471.59,805.19,6.021913624,336.0221008,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,29.51860008,5.507044792,0.209966611,191.596463,227.9117004,1.230819355,4.0
AR_0000031,1995,377.1,468.62,809.04,6.021913624,335.7337341,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,29.69507065,5.511544228,0.2093172,192.8183899,235.1456299,1.234845697,4.0
AR_0000031,1996,368.49,422.17,810.49,6.021913624,325.5905945,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.85552826,5.393712044,0.211452115,194.409613,247.4576843,1.341447275,4.0
AR_0000031,1997,330.94,469.9,811.33,6.021913624,322.9045227,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.23631783,5.494202137,0.211619778,193.3900726,257.5633759,1.143263185,4.0
AR_0000031,1998,326.24,415.74,806.14,6.021913624,303.6644531,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,26.19990158,5.281095028,0.21341561,192.6573212,268.8661652,1.19193654,4.0
AR_0000031,1999,290.5,442.71,792.34,6.021913624,302.2135986,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.4293026,5.354912758,0.213761969,191.3697083,277.9448578,1.105905409,4.0
AR_0000031,2000,277.74,487.7,786.28,6.021913624,307.9586975,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.15346947,5.477374554,0.214859561,190.8492981,284.4241333,1.035618593,4.0
AR_0000031,2001,319.48,540.23,783.0,6.021913624,320.6077271,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,28.93413429,5.39895153,0.214850583,188.9068115,279.4435516,1.004339793,4.0
AR_0000031,2002,365.88,508.42,782.76,6.021913624,313.5654358,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,29.2028923,5.514828205,0.214600583,189.8441895,270.1003845,1.026333183,4.0
AR_0000031,2003,400.59,520.86,799.54,6.021913624,318.2339966,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,29.30374756,5.480563641,0.212524231,190.9726868,255.2059296,1.013544629,4.0
AR_0000031,2004,420.41,499.89,804.39,6.021913624,323.2943298,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,29.19141579,5.358360767,0.21092793,190.3226196,246.1252167,1.077094897,4.0
AR_0000031,2005,441.25,519.77,808.46,6.021913624,326.212561,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,28.67954712,5.451034546,0.208404691,189.3064453,238.4472717,1.048046831,4.0
AR_0000031,2006,474.36,494.31,818.39,6.021913624,316.6548401,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,28.07627335,5.47276926,0.207751935,190.0117737,237.1346588,1.0428312,4.0
AR_0000031,2007,462.33,446.79,811.87,6.021913624,312.043335,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,26.7956089,5.44566679,0.206005103,190.168161,245.1690063,1.140672261,4.0
AR_0000031,2008,434.88,488.71,797.8,6.021913624,317.5604614,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.6361969,5.313798904,0.207128876,188.2417725,259.0272064,1.075966788,4.0
AR_0000031,2009,435.18,473.79,814.89,6.021913624,304.4513672,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.53638268,5.483697891,0.206679053,190.9117249,267.0304169,1.025075622,4.0
AR_0000031,2010,419.03,399.3,819.44,6.021913624,286.9339172,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,26.48596382,5.453392982,0.203492139,191.9106842,276.225061,1.118881802,4.0
AR_0000031,2011,340.68,374.26,813.6,6.021913624,287.4570557,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.97107277,5.419163704,0.200599707,191.9268677,285.3935303,1.232008009,4.0
AR_0000031,2012,312.66,380.02,824.33,6.021913624,291.8920288,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.85129089,5.449814796,0.199788971,191.351889,321.220636,1.233655146,4.0
AR_0000031,2013,286.72,341.39,826.91,6.021913624,283.2452332,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.36755486,5.395830631,0.20002113,191.5441986,347.400293,1.382145619,4.0
AR_0000031,2014,259.12,334.83,817.33,6.021913624,283.7623596,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.16934662,5.447960377,0.200215085,189.641037,372.761261,1.456553614,4.0
AR_0000031,2015,232.08,369.18,806.24,6.021913624,292.6964172,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,24.79561043,5.381124496,0.200780405,187.6588806,394.2480225,1.316732728,4.0
AR_0000031,2016,259.94,416.17,798.18,6.021913624,308.2630859,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.19343681,5.307388306,0.204082285,186.0812256,417.7184143,1.233209412,4.0
AR_0000031,2017,262.67,425.54,800.63,6.021913624,315.0760925,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,27.48335495,5.427717686,0.208401294,187.1301941,426.2968445,1.247018013,4.0
AR_0000031,2018,252.59,412.01,798.37,6.021913624,308.5959564,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.85163879,4.844988823,0.204309332,187.0740082,433.6568542,1.253198708,4.0
AR_0000031,2019,249.03,406.97,819.39,6.021913624,311.7622345,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,25.14030457,5.319171906,0.201329813,188.3464661,439.4914917,1.28268509,4.0
AR_0000031,2020,240.76,380.95,870.17,6.021913624,304.7026154,-69.3313,-34.6771,2764.426,3087.711903,6.58930989,23.05821195,15.52816391,56.88541794,27.14126587,1.32799551,24.35509186,5.495697021,0.197104401,190.3903473,435.2440552,1.308322313,4.0
AT_0000002,1989,271.05,829.1,575.47,8.998333263,539.8714417,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,44.46876221,2.247999907,2.255700635,125.9056152,17251.02227,3.657121674,12.0
AT_0000002,1990,239.23,805.91,592.24,8.998333263,540.5828674,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,43.41438141,2.346095085,2.280957129,126.401329,16927.68105,3.344315628,12.0
AT_0000002,1991,232.16,812.02,589.56,8.998333263,541.5428589,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,44.6910965,2.241857052,2.279526221,126.2535248,16739.73145,3.408300947,12.0
AT_0000002,1992,196.16,779.38,617.28,8.998333263,538.6434204,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,42.65209579,2.532547474,2.286776172,128.9404755,16477.21387,2.974445015,12.0
AT_0000002,1993,196.81,759.85,620.46,8.998333263,539.4045654,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,42.8455246,2.618095398,2.274369043,129.3384735,16405.75957,3.069545604,12.0
AT_0000002,1994,185.02,737.35,638.61,8.998333263,516.337146,14.9604,48.7604,277.7157,704.0591155,1.455045437,19.69389216,10.71875,66.19642639,21.2991066,1.350084643,39.78933487,2.485190392,2.267076758,131.1667099,16587.65723,2.493238015,12.0
AT_0000003,1989,1778.05,1331.01,404.77,4.246666765,402.8083435,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.21694374,4.112152576,1.2207625,142.5520844,5482.700293,3.432165511,6.0
AT_0000003,1990,1770.24,1346.63,415.76,4.246666765,413.6550049,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39041595,4.201527119,1.22158125,142.4588867,5493.321875,3.437395933,6.0
AT_0000003,1991,1750.7,1363.66,405.01,4.246666765,402.1283386,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.30888786,4.160069466,1.2210646,142.4002777,5565.70332,3.123416648,6.0
AT_0000003,1992,1798.6,1337.4,422.5,4.246666765,417.188324,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.23152695,4.22201395,1.206300024,143.4440247,5570.462695,2.863604558,6.0
AT_0000003,1993,1836.67,1307.21,424.48,4.246666765,417.7049805,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.16444397,4.359722137,1.200100024,143.6655518,5568.092188,2.751752906,6.0
AT_0000003,1994,1832.76,1311.26,442.38,4.246666765,434.571637,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.11277695,4.31034708,1.17300835,144.7897186,5573.432813,2.75261509,6.0
AT_0000003,1995,1864.02,1307.95,430.82,4.246666765,420.9016541,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.73666611,4.349930286,1.164887524,143.7154144,5576.362891,2.524876824,6.0
AT_0000003,1996,1853.46,1324.53,425.55,4.246666765,416.8483337,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.52499962,4.233055592,1.154431274,142.2163849,5529.996484,2.564091346,6.0
AT_0000003,1997,1856.21,1312.43,411.42,4.246666765,402.7416748,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.37611084,4.264305592,1.16230625,142.2524994,5475.076855,2.50320565,6.0
AT_0000003,1998,1824.95,1335.93,404.51,4.246666765,396.2916748,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.36916656,4.361111164,1.1597104,141.8994446,5523.674707,2.473395002,6.0
AT_0000003,1999,1887.47,1406.77,394.01,4.246666765,387.3050049,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.49805527,4.286458492,1.172312476,139.7215271,5577.539551,2.467601732,6.0
AT_0000003,2000,1978.85,1475.56,409.1,4.246666765,405.6899902,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,18.97819366,4.332082748,1.17466665,140.3813904,5651.649805,2.891407351,6.0
AT_0000003,2001,2004.7,1486.37,425.65,4.246666765,421.1549805,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39666595,4.328055859,1.150768726,141.6411102,5696.689941,2.799686983,6.0
AT_0000003,2002,2028.15,1527.45,429.86,4.246666765,427.6949768,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.60791588,4.245555401,1.13955625,140.4568054,5864.728711,3.237947976,6.0
AT_0000003,2003,2102.4,1501.01,449.64,4.246666765,447.538324,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.50638771,4.213471889,1.135379199,143.9402771,5981.339453,3.42205429,6.0
AT_0000003,2004,2112.08,1443.45,448.3,4.246666765,446.1933411,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.50638771,4.239860535,1.16094585,145.7056946,6135.583301,3.502976366,6.0
AT_0000003,2005,2082.86,1369.15,437.43,4.246666765,434.8883484,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.44708252,4.206249714,1.1926,146.3954163,6312.900879,3.422263032,6.0
AT_0000003,2006,2102.4,1324.37,441.29,4.246666765,438.0116943,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.32458229,4.29611063,1.2548375,147.2938904,6461.471094,3.346829652,6.0
AT_0000003,2007,2024.24,1308.93,449.37,4.246666765,444.5683716,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.30152664,4.368055344,1.299252075,149.1402802,6528.580371,3.151028129,6.0
AT_0000003,2008,2010.2,1353.56,434.27,4.246666765,429.6250366,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.43902664,4.28465271,1.321264575,145.6079193,6570.202344,3.004910156,6.0
AT_0000003,2009,2024.24,1387.69,448.83,4.246666765,444.028363,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.41763802,4.323541641,1.3129146,145.2384735,6517.89209,3.021325742,6.0
AT_0000003,2010,2000.8,1389.55,441.71,4.246666765,437.3383667,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.47694321,4.279444218,1.298512549,143.2190277,6512.950098,3.039625298,6.0
AT_0000003,2011,1992.98,1392.17,449.37,4.246666765,445.585022,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.49527664,4.211874485,1.312893799,143.734726,6488.083691,3.184391004,6.0
AT_0000003,2012,2096.4,1402.99,453.55,4.246666765,451.1283386,12.2479,47.2312,78.3358,2347.581379,10.26550381,20.6961978,11.96875,59.42708206,18.41935539,-0.139480315,19.39819336,4.300763607,1.301310474,142.8723602,6452.330664,3.510891485,6.0
AT_0000005,1990,1535.88,1555.3,499.12,8.723333359,498.280011,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.96472321,3.329860926,0.923472241,132.0052826,63584.08906,4.326912834,6.0
AT_0000005,1991,1593.65,1575.84,490.58,8.723333359,489.4866699,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.92027893,3.304166794,0.93208335,131.7944489,69799.10391,4.032929956,6.0
AT_0000005,1992,1535.26,1536.32,508.55,8.723333359,502.1966675,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.78333435,3.380971909,0.930172253,133.2050018,75264.51172,2.959951624,6.0
AT_0000005,1993,1545.5,1488.62,510.53,8.723333359,503.1966736,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.65694504,3.486666679,0.930647253,133.2013885,80796.86172,2.932795818,6.0
AT_0000005,1994,1478.1,1492.89,530.94,8.723333359,519.2066772,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.38222275,3.445972204,0.939941687,134.710556,87175.86406,2.690239201,6.0
AT_0000005,1995,1603.28,1497.05,517.89,8.723333359,505.1933533,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.91388893,3.507638931,0.952141699,133.4161102,88015.08438,2.564562554,6.0
AT_0000005,1996,1680.09,1507.54,512.26,8.723333359,499.8100281,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.46583328,3.339444399,0.969213928,131.6527771,90011.43594,2.539718225,6.0
AT_0000005,1997,1728.46,1516.81,498.99,8.723333359,490.7666992,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.45444412,3.428055763,0.980761145,131.135553,90772.03906,2.753632763,6.0
AT_0000005,1998,1699.57,1533.08,492.71,8.723333359,485.1166992,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.53138885,3.523333311,0.99733335,130.3661072,92577.65156,2.756841944,6.0
AT_0000005,1999,1738.09,1550.99,473.43,8.723333359,470.2433533,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,24.80611115,3.401388884,1.010266687,127.8227768,94006.58906,3.217594192,6.0
AT_0000005,2000,1718.71,1579.44,488.47,8.723333359,487.0933472,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.39305573,3.478610992,1.018330554,128.5675003,93105.82031,3.848984547,6.0
AT_0000005,2001,1675.5,1587.01,502.71,8.723333359,500.2133423,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.74722252,3.446527481,1.021408337,129.9525009,90815.94688,3.512179896,6.0
AT_0000005,2002,1733.28,1624.15,509.94,8.723333359,508.2100037,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.85694466,3.415694475,1.052002759,129.382222,91147.59688,3.758527883,6.0
AT_0000005,2003,1694.76,1575.35,531.1,8.723333359,528.8600037,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.78388939,3.351944208,1.061802759,133.4619461,92025.02031,3.793826064,6.0
AT_0000005,2004,1684.92,1557.99,532.5,8.723333359,530.2566772,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.78388939,3.371388674,1.055641663,135.5047241,92606.28281,3.833580135,6.0
AT_0000005,2005,1757.35,1529.85,519.93,8.723333359,517.5566711,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.76555634,3.354999781,1.047791675,136.5416687,96645.34219,3.757160531,6.0
AT_0000005,2006,1839.2,1514.13,524.97,8.723333359,523.7033386,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.90166702,3.410416842,1.041916675,137.4816711,99155.59688,4.305521221,6.0
AT_0000005,2007,1766.98,1502.19,532.07,8.723333359,528.630011,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.82305641,3.511249781,1.037313892,138.9794525,99842.61719,3.606808479,6.0
AT_0000005,2008,1829.75,1537.88,513.88,8.723333359,509.8333374,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.81055641,3.400138855,1.018630554,135.4127869,99620.90469,3.31125668,6.0
AT_0000005,2009,1945.12,1578.85,528.61,8.723333359,524.5633301,13.1604,47.5896,64.549,1615.816992,7.931173985,28.86979943,18.33333397,34.125,42.59999847,2.821499571,25.81055641,3.442777872,1.009238867,134.9786194,97571.01719,3.336460595,6.0
AT_0000007,1989,1503.39,1327.48,557.86,7.549444962,555.7050049,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,27.13645706,2.445364714,1.785882031,132.4889557,6109.039746,4.629050914,6.0
AT_0000007,1990,1482.84,1326.04,574.8,7.549444962,570.4950195,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.97468605,2.537603855,1.782307031,132.4137482,6210.387012,4.133937916,6.0
AT_0000007,1991,1506.33,1343.76,572.09,7.549444962,566.3350098,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.71291542,2.49760437,1.793661182,132.3680206,6338.722656,3.795517436,6.0
AT_0000007,1992,1492.79,1311.51,593.02,7.549444962,576.1637573,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.46051979,2.569322824,1.790741748,133.6515656,6415.993652,3.020013251,6.0
AT_0000007,1993,1424.11,1276.68,594.4,7.549444962,574.4375122,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.21249924,2.689479113,1.786713965,133.7501068,6484.45127,2.940079847,6.0
AT_0000007,1994,1409.43,1281.83,613.55,7.549444962,589.6287598,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.01374969,2.661145687,1.775008374,135.1460449,6546.854492,2.868361669,6.0
AT_0000007,1995,1526.88,1288.53,595.7,7.549444962,572.1449951,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,25.82541618,2.716093779,1.765645874,133.8284393,6626.818164,2.768212316,6.0
AT_0000007,1996,1587.01,1295.36,584.13,7.549444962,562.7550049,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,25.97197876,2.551979065,1.777352856,132.2043732,6706.751758,2.780472306,6.0
AT_0000007,1997,1541.56,1298.68,572.84,7.549444962,559.40625,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,25.84447861,2.616926908,1.784501416,131.9664551,6785.353027,3.130606234,6.0
AT_0000007,1998,1565.05,1305.97,570.06,7.549444962,557.5612549,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,25.84687462,2.722552061,1.806131934,131.3370819,6936.038574,3.163227581,6.0
AT_0000007,1999,1617.91,1338.39,548.65,7.549444962,540.7525024,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.13645744,2.611979008,1.822215234,128.834166,7035.194824,3.36079856,6.0
AT_0000007,2000,1645.9,1364.72,562.42,7.549444962,556.7012573,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.58374901,2.684583187,1.854563867,129.5053146,7196.424512,3.679536364,6.0
AT_0000007,2001,1691.32,1375.96,578.22,7.549444962,569.3037476,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.56301994,2.653281212,1.877155518,130.6444809,7341.189258,3.371260089,6.0
AT_0000007,2002,1791.15,1412.48,584.63,7.549444962,578.4112549,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.87624931,2.604687691,1.917338818,129.8669815,7541.302441,3.653454663,6.0
AT_0000007,2003,1723.62,1375.6,609.38,7.549444962,603.0787598,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.77718697,2.54812479,1.940848584,133.8545853,7661.793848,3.909108436,6.0
AT_0000007,2004,1728.34,1345.79,611.44,7.549444962,605.1387573,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.77718697,2.570677042,1.953206982,135.9609375,7819.149609,4.006832233,6.0
AT_0000007,2005,1697.19,1317.59,600.64,7.549444962,594.2012695,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.75739555,2.535520554,1.939212476,136.9873962,7937.579004,3.980892606,6.0
AT_0000007,2006,1700.13,1294.63,603.03,7.549444962,598.0625244,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.76166611,2.619479179,1.935795801,138.0353149,8032.476074,4.333218733,6.0
AT_0000007,2007,1588.55,1281.75,606.09,7.549444962,593.3212646,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.62260361,2.707812309,1.940981934,139.5792725,8070.068359,3.440651856,6.0
AT_0000007,2008,1634.12,1315.21,584.17,7.549444962,569.4587646,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.74645767,2.595208406,1.907079126,136.0171906,8154.850293,3.084165434,6.0
AT_0000007,2009,1641.4,1347.97,595.51,7.549444962,580.6425171,12.6937,47.5812,110.8172,1246.385645,8.161493329,26.08736298,23.28125,41.61458206,31.33333397,0.548928756,26.72395782,2.623437405,1.898234619,135.5157318,8202.399023,3.077699047,6.0
AT_0000010,1989,751.5,1257.29,597.31,10.51666641,590.0700073,13.4187,48.1312,23.8117,622.5141032,1.276046067,17.06439931,21.625,40.59375,35.125,0.398296475,32.74166565,2.047916651,2.695937549,125.6350021,43980.40234,4.018833551,12.0
AT_0000010,1990,724.66,1237.45,611.83,10.51666641,599.3900146,13.4187,48.1312,23.8117,622.5141032,1.276046067,17.06439931,21.625,40.59375,35.125,0.398296475,32.12666588,2.164583445,2.727762598,125.8400009,43311.15547,3.631750717,12.0
