no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
FR_0000812,197.25,0.41,11.8,678.59,139,3.27,47.98,12
FR_0000818,230.66,0.41,11.8,703.52,562,3.09,47.89,12
FR_0000819,268.62,0.64,11.8,718.21,153,3.3,47.7333,12
FR_0000822,169.58,0.25,11.95,677.89,2300,2.73,48.04,12
FR_0000824,123.92,0.13,11.95,630.62,235,2.28,48.17,12
FR_0000829,108.86,0.39,11.01,748.48,894,1.83,50.45,12
FR_0000833,145.23,0.44,10.91,761.99,84,2.17,50.52,12
FR_0000841,120.43,0.79,11.02,718.54,105,2.03,50.8,12
FR_0000842,132.1,0.5,10.99,742.27,392,2.24,50.71,12
FR_0000847,42.09,0.17,11.04,744.69,135,3.18,50.58,12
FR_0000853,117.36,0.27,10.81,786.72,173,3.45,50.3,12
FR_0000854,117.88,0.25,10.93,771.18,239,3.39,50.29,12
FR_0000856,188.55,0.32,10.48,858.17,119,4,50.26,12
FR_0000857,206.28,0.36,10.54,860.57,320,3.82,50.15,12
FR_0000858,222.48,0.37,10.4,875.61,198,4.08,50.12,12
FR_0000859,192.45,0.37,10.64,854.49,275,3.76,50.13,12
FR_0000863,226.37,0.66,10.21,899.38,124,4.71,49.73,12
FR_0000866,349.06,0.64,10.47,792.09,2540,5.53,48.87,12
FR_0000872,376.23,0.56,10.3,851.35,405,5.71,48.32,12
FR_0000879,281.22,0.57,10.26,941.29,1967,5.1587,49.6284,12
FR_0000881,236.98,0.51,10.54,913.43,348,5.33,49.48,12
FR_0000886,130.12,0.11,11.83,620.85,199,2.1,48.33,12
FR_0000888,121.29,0.22,11.91,625.4,1870,2.37,48.54,12
FR_0000889,117.43,0.21,11.98,628.58,875,2.35,48.46,12
FR_0000894,359.54,0.61,10.49,788.96,614,5.17,48.34,12
FR_0000895,339.44,0.52,10.52,749.57,820,5.13,48.8,12
FR_0000896,253.39,0.37,10.57,775.04,113,5.06,48.88,12
FR_0000909,92.61,0.46,11.22,660.41,72,2.96,49.56,12
FR_0000910,149.25,0.41,11.01,727.56,7940,2.89,49.43,12
FR_0000911,92.52,0.24,11.47,657.36,284,2.85,49.44,12
FR_0000915,157.78,0.45,11.19,724.95,747,2.1,49.42,12
FR_0000916,176.39,0.36,10.98,748.39,212,2,49.53,12
FR_0000917,181.77,0.4,10.99,748.02,202,1.97,49.51,12
FR_0000918,138.4,0.81,11.37,707.6,171,2.05,49.43,12
FR_0000919,107.88,0.47,11.51,658.3,101,2.17,49.13,12
FR_0000920,98.85,0.68,11.55,652.14,57.3,2.4152,49.1325,12
FR_0000921,99.2,0.28,11.56,646.57,338,2.55,49.2,12
FR_0000923,137.04,0.47,11.15,663.97,1440,3.53,49.34,12
FR_0000924,169.54,0.65,11.09,651.59,297,3.67,49.31,12
FR_0000926,219.29,0.44,11.11,779.67,3590,4.14,48.54,12
FR_0000929,314.62,0.53,10.99,832.31,2380,4.31,48.15,12
FR_0000932,333.76,0.61,10.9,825.75,730,4.41,48.08,12
FR_0000934,339.7,0.49,10.83,845.45,704,4.48,48,12
FR_0000935,353.84,0.59,10.78,820.52,548,4.61,48,12
FR_0000954,111.2,0.26,11.67,641.33,167,2.96,49.02,12
FR_0000957,155.5,0.31,11.59,636.4,1190,2.85,48.88,12
FR_0000971,161.74,0.35,10.84,770.51,5230,3.9,49.4,12
FR_0000977,300.55,0.46,10.57,746.01,282,5.21,48.96,12
FR_0000979,272.02,0.44,10.62,787.68,627,5.03,49.23,12
FR_0000982,193.46,0.39,10.72,811.14,2940,4.54,49.49,12
FR_0000985,165.17,0.36,10.66,826.6,733,3.67,49.68,12
FR_0000987,214.72,0.33,10.45,879.91,258,4.0183,49.8941,12
FR_0000988,262.61,0.4,10.45,902.44,315,4.07,49.92,12
FR_0000990,202.31,0.36,10.69,841.76,1170,3.48,49.84,12
FR_0000998,132.21,0.41,11.29,784.64,208,0.9,49.5,12
FR_0001001,125.75,0.47,11.33,665.26,96,1.69,49.15,12
FR_0001002,150.43,0.54,11.08,754.46,248,1.73,49.47,12
FR_0001010,120.97,0.46,10.88,752.14,342,2.04,50.38,12
FR_0001029,190.94,0.26,11.04,675.9,880,1.33,48.76,12
FR_0001034,130.95,0.39,11.86,624.61,922,2.3406,48.6667,12
FR_0001046,270.98,0.38,10.95,767.48,149,0.5806,48.7479,12
FR_0001047,239.25,0.39,10.95,760.49,257,0.57,49.02,12
FR_0001048,143.85,0.74,11.01,759.76,287,-0.08,48.9,12
FR_0001049,116.07,0.61,11.21,757.3,659,-0.05,49.12,12
FR_0001053,99.23,0.84,11.66,761.58,57,-0.06,49.24,12
FR_0001054,123.04,0.45,11.43,752.63,52,0.23,49.25,12
FR_0001066,109.76,0.47,11.57,819.16,254,-0.53,49.29,12
FR_0001067,64.27,0.27,11.67,781.44,95,-0.46,49.3,12
FR_0001075,267.28,0.54,11.72,906.43,19.2,-1.1,48.8,12
FR_0001077,91.31,0.37,11.84,805.94,72,-1.53,48.78,12
FR_0001083,182.51,0.37,11.88,819.44,149,-1.07,48.49,12
FR_0001106,261.5,0.76,10.49,817,622,7.74,48.82,12
FR_0001108,432.42,1.43,10.02,939.28,185,7.33,48.73,12
FR_0001112,192.49,0.81,10.99,811.51,202,8.048,48.9027,12
FR_0001115,439.28,1.12,10.1,912.42,64,7.01,48.65,12
FR_0001116,477.94,1.6,10.02,919.34,90,7.06,48.64,12
FR_0001118,310.75,0.49,10.19,833.25,878,7.04,48.97,12
FR_0001119,240.02,0.21,10.37,825.22,407,7.01,48.98,12
FR_0001121,304.24,0.52,10.02,849.09,280,7.13,49,12
FR_0001125,280.61,0.48,10.38,851.71,364,6.45,49.14,12
FR_0001126,263.13,0.48,10.43,845.27,1160,6.54,49.3,12
FR_0001127,324.77,0.56,10.19,835.74,721,7.06,48.88,12
FR_0001133,830.06,2.81,9.33,1287.88,72,6.8,47.87,10
FR_0001134,751.64,2.66,9.33,1231,153,6.69,47.91,10
FR_0001137,712.63,2.17,9.36,1187.59,621,6.6101,48.0652,10
FR_0001138,649.2,1.89,9.6,1131.68,1220,6.4521,48.1646,10
FR_0001141,366.19,0.43,10.26,923.8,106,6.37,48.29,12
FR_0001142,341.58,0.48,10.26,906.32,382,6.1357,48.3013,12
FR_0001146,630.09,2.44,9.46,1107.89,374,6.9555,48.2837,10
FR_0001148,490.74,1.28,9.46,980.79,116,6.88,48.42,12
FR_0001149,312.53,0.51,10.02,808.63,559,6.49,48.59,12
FR_0001150,464.59,0.77,9.44,942.72,100,6.69,48.3,12
FR_0001151,355.29,0.57,9.52,853.53,493,6.52,48.49,12
FR_0001154,375.32,0.91,9.94,914.13,2930,6.18,48.64,12
FR_0001155,272.33,0.7,10.54,786.41,84.8,6.2,48.75,12
FR_0001158,256.83,0.4,10.5,740.85,358,5.96,49.01,12
FR_0001161,243.46,0.44,10.46,789.52,925,6.23,48.89,12
FR_0001162,237.1,0.48,10.48,793.65,1280,6.1872,49.0996,12
FR_0001164,237.15,0.4,10.5,771.96,377,5.86,49.16,12
FR_0001167,259.24,0.62,10.6,828.18,32.8,6.34,49.25,12
FR_0001168,244.54,0.68,10.6,815.55,110,6.27,49.39,12
FR_0001172,330.4,0.56,10.29,864.89,940,6.1316,48.5441,12
FR_0001174,404.07,1.03,9.77,933.98,2280,6.38,48.56,12
FR_0001175,353.51,0.78,10.23,881.64,9400,6.2,49.22,12
FR_0001179,619.3,2.53,9.48,1076.91,230,7.27,48.5,10
FR_0001188,758.55,4.1,9.33,1211.18,88.2,7,47.77,10
FR_0001206,691.4,3.71,9.48,1136.64,31.7,7.3,48.2,10
FR_0001212,626.98,3.5,9.48,1038.85,108,7.292,48.2692,10
FR_0001219,334.1,1.26,10.02,841.7,163,7.49,48.57,12
FR_0001226,390.31,0.71,9.7,878.74,656,7.31,47.72,12
FR_0001246,750.46,4.66,12.75,1097.61,480,-0.8749,43.2459,10
FR_0001249,687.24,3.93,11.46,1083.8,173,0.2588,43.1306,10
FR_0001254,146.79,0.2,11.52,620.81,81,2.0316,48.56,12
FR_0001259,191.99,0.28,11.97,709.47,585,2.4475,47.036,12
FR_0001261,914.12,1.27,9.42,937.69,134,4.2502,45.3127,8
FR_0001262,323.93,0.53,11.68,919.21,177,1.1416,46.1499,12
FR_0001263,102.24,0.51,13.64,929.92,73.5,0.3659,44.8886,5
FR_0001267,368.27,0.97,11.91,914.09,3736,0.9591,44.903,12
FR_0001270,265.38,0.43,13.52,986.93,36,0.7293,43.4969,12
FR_0001272,1078.29,4.52,7.5,1027.2,169,1.2313,42.8982,9
FR_0001274,536.88,1.43,9.11,822.25,131,1.7721,43.0426,12
FR_0001275,665.37,3.75,10.54,824.98,67,2.0153,42.9769,10
FR_0001276,1004.68,2.23,10.12,1052.73,125,3.36,44.19,10
FR_0001278,805.36,2.78,10.79,768.53,112,2.9212,44.0808,10
FR_0001279,839.04,1.9,11.62,867.14,300,3.2897,44.0719,10
FR_0001282,1011.48,3.13,10.35,1014.51,621,3.4961,44.333,10
FR_0001283,1188.56,3.06,10.38,1272.04,189,3.6179,44.3448,10
FR_0001286,475.87,1.19,13.67,914.89,91,1.1413,43.1438,12
FR_0001288,775.02,1.81,10.43,747.18,270,2.8455,44.3982,10
FR_0001289,753.49,1.71,10.43,696.53,110,2.872,44.4148,12
FR_0001291,933.51,0.72,10.79,861.55,57,2.8128,44.2093,8
FR_0001292,470.96,1.15,11.96,761.66,103,2.0431,44.2079,12
FR_0001293,613.54,1.09,11.18,743.44,175,2.4343,44.1079,12
FR_0001294,1532.85,6.65,6.71,1194.78,38,0.7465,42.8664,6
FR_0001296,741.91,2.76,11.01,853.92,1770,2.3601,43.2133,10
FR_0001301,396.6,2.4,13.6,679.15,305,2.7431,42.8094,10
FR_0001306,441.83,3.12,14.14,655.51,49,5.7261,43.4863,10
FR_0001309,252.64,1.95,15.74,683.2,277,6.1112,43.1856,5
FR_0001320,1468.76,5.37,9.19,988.96,165,6.2751,44.2164,6
FR_0001321,2103.38,7.3,5.56,1028.78,946,6.4003,44.4491,6
FR_0001322,1256.41,4.33,8.54,1061.96,723,5.7138,44.4428,9
FR_0001326,1558.49,5.66,6.95,1056.06,6760,6.012,44.0856,6
FR_0001327,527.27,2.07,11.35,838.39,792,4.687,45.8577,10
FR_0001328,424.87,2.41,11.67,838.44,95,4.8,45.29,10
FR_0001331,2407.39,9.73,4.93,1296.38,220,6.18,45.04,6
FR_0001335,995.08,4.74,14.31,790.88,130,9.076,41.725,10
FR_0001336,678.29,6.12,13.19,772.23,114,9.47,42.445,6
FR_0001337,1446.09,6.45,11.36,852.03,461,7.516,43.937,6
FR_0001339,2257.84,9.71,4.69,1259.2,133,6.15,44.83,6
FR_0001340,138.67,0.31,11.82,1123.12,44,-3.8005,48.5656,12
FR_0001345,577.89,0.81,10.73,910,217,3.97,47.34,12
FR_0001346,397.35,0.42,10.74,853.09,371,4.57,47.76,12
FR_0001347,246.05,0.59,10.57,784.31,282,7.73,48.83,12
FR_0001348,1109.76,1.31,8,928.54,157,3.0064,45.1335,8
FR_0001349,785.99,3.38,9.33,1223.46,33,6.7333,47.7333,10
FR_0001351,164.5,0.84,12.26,889.86,30.2,-2.1438,47.9816,12
FR_0001353,395.83,0.37,10.76,847.67,124,4.5699,47.7637,12
FR_0001354,261.5,0.76,10.49,817,622,7.7416,48.8218,12
GB_0000001,354.35,2.33,6.86,2166.92,105.9,-4.5766,57.3342,10
GB_0000002,312.38,1.91,7.25,2148.09,330.7,-4.701,57.9615,10
GB_0000007,239.86,1,7.64,865.34,954.9,-2.4944,57.5374,12
GB_0000008,89.38,0.42,8.46,779.75,325,-1.833,57.5266,12
GB_0000009,268.68,1.19,7.43,926.77,1273,-2.1887,57.2176,12
GB_0000010,451.95,2.08,7.19,1182.31,1844,-2.3348,57.0753,10
GB_0000011,569.59,2.28,6.45,1227.97,150,-3.0684,57.0605,10
GB_0000012,298.3,1.81,7.81,1000.27,732,-2.494,56.7667,12
GB_0000013,111.11,0.95,8.84,809.64,307.4,-2.9477,56.331,12
GB_0000015,394.49,2.12,7.63,1905.15,99.5,-4.0021,56.3598,10
GB_0000016,258.5,2.16,7.98,1550.68,782.2,-3.5484,56.3474,10
GB_0000020,221.27,1.88,8.24,950.47,64,-2.7843,55.9359,12
GB_0000021,358.53,1.58,7.92,1372.13,1500,-2.7981,55.5917,12
GB_0000022,263.88,1.19,8.16,1223.6,4390,-2.1639,55.7226,12
GB_0000023,282.63,1.03,7.89,1419.77,323,-2.757,55.4347,12
GB_0000025,236.02,0.78,8.49,943.83,503,-2.1913,55.7882,12
GB_0000026,256.79,1.44,7.83,1263.27,139,-2.5475,55.4852,12
GB_0000027,227.57,1.15,8.31,1124.49,569.8,-1.6327,55.3331,12
GB_0000028,118.23,0.41,8.77,759.85,269.4,-1.6206,55.1138,12
GB_0000030,428.79,1.88,7.76,1441.8,321.9,-2.5136,54.9435,12
GB_0000031,402.05,1.63,7.82,1614.58,58.8,-2.56,55.244,12
GB_0000037,104.82,0.35,9.07,755.83,147,-1.548,54.608,12
GB_0000039,105.42,0.56,9.31,702.5,240,-0.261,54.092,12
GB_0000043,184.95,0.93,8.65,1098,3315,-1.134,53.991,12
GB_0000044,137.27,0.72,9.59,901.22,352.2,-1.351,53.366,12
GB_0000045,234.61,1.46,8.51,1372.44,282.3,-1.98,53.907,12
GB_0000046,129.15,0.83,9.14,763.34,1586,-0.884,54.019,12
GB_0000050,76.53,0.31,9.93,695.8,529,-0.962,53.398,12
GB_0000051,215.58,0.84,9.45,947.66,883.2,-1.651,52.856,12
GB_0000052,117.34,0.46,9.98,710.05,413.8,-1.09,52.705,12
GB_0000053,108.25,0.32,10.03,714.38,368,-1.611,52.627,12
GB_0000054,169.39,0.4,10.24,1060.24,74,-1.895,52.46,12
GB_0000055,312.5,0.75,8.82,1131.69,83,-1.782,53.055,12
GB_0000057,100.71,0.29,10.04,684.11,183.9,-1.2,52.57,12
GB_0000060,109.1,0.49,9.94,720.6,62.5,-0.13,53.298,12
GB_0000061,72.45,0.26,10.09,649.47,341.9,-0.362,52.72,12
GB_0000062,110.4,0.36,9.93,709.89,68.9,-0.58,52.616,12
GB_0000066,58.63,0.2,10.28,643.06,137.5,-0.308,52.254,12
GB_0000069,25.55,0.2,10.19,680.07,98.8,0.533,52.576,12
GB_0000072,46.87,0.13,10.59,644.56,370,1.276,52.382,12
GB_0000073,63.16,0.23,10.45,618.68,128.9,1.01,52.18,12
GB_0000074,73.72,0.29,10.56,624.88,578,0.941,51.971,12
GB_0000077,76.83,0.25,10.78,633.23,190.3,0.481,51.736,12
GB_0000080,74.99,0.51,10.69,672.84,42.2,-0.035,51.668,12
GB_0000085,151.1,0.43,10.33,765.11,1033.4,-1.066,51.432,12
GB_0000086,156.56,0.42,10.32,773.94,234.1,-1.324,51.41,12
GB_0000088,133.25,0.35,10.12,706.05,551.7,-1.3,51.861,12
GB_0000089,141.18,0.58,10.21,742.05,137.3,-0.707,51.572,12
GB_0000090,129.08,0.7,10.67,785.54,59,-0.568,51.22,12
GB_0000092,79.54,0.31,10.74,791.57,142,-0.193,51.201,12
GB_0000095,87.75,0.68,11.03,756.26,345,1.033,51.258,12
GB_0000099,78.86,0.42,10.87,841.22,87.8,0.077,50.951,12
GB_0000105,139.45,0.59,10.29,760.11,323.7,-1.784,51.17,12
GB_0000106,141.53,0.59,10.37,846.48,220.6,-1.86,51.076,12
GB_0000107,92.15,0.56,10.53,843.61,1073,-1.84,50.761,12
GB_0000109,105.29,0.52,10.61,854.06,183.1,-2.123,50.687,12
GB_0000111,151.47,0.65,10.59,1120.1,226.1,-3.391,50.843,12
GB_0000113,145.6,1.03,10.59,1070.82,202.5,-3.293,50.688,12
GB_0000114,466.55,0.67,10.31,1555.59,21.5,-3.897,50.581,12
GB_0000116,167.62,0.72,10.52,1218.16,112.7,-4.266,50.647,12
GB_0000117,134.26,1.04,11.02,1104.73,87,-4.917,50.265,12
GB_0000118,204.19,0.96,10.87,1185.65,169.1,-4.678,50.43,12
GB_0000119,170.85,0.87,10.84,1106.34,208.8,-4.795,50.479,12
GB_0000121,162.74,0.66,10.51,1175.06,663,-4.135,50.946,12
GB_0000126,113.46,0.86,10.26,883.76,47.9,-2.459,51.426,12
GB_0000130,88.48,0.23,9.71,724.2,259,-2.609,52.723,12
GB_0000131,74.29,0.53,10.36,828.87,293,-2.324,51.907,12
GB_0000132,182.75,1.61,9.45,920.37,178,-2.79,52.678,12
GB_0000133,117.91,0.27,9.96,687.02,347,-1.511,52.34,12
GB_0000136,128.59,0.34,10.32,1022.65,40.8,-2.341,52.385,12
GB_0000139,296.04,1.4,9.09,1144.32,203.3,-2.932,52.276,12
GB_0000140,132.1,0.54,9.93,863.59,144,-2.562,52.082,12
GB_0000144,342.51,0.8,8.97,1562.38,62.8,-3.451,51.963,12
GB_0000145,229.2,1.38,9.35,1337.7,178.7,-3.117,51.532,12
GB_0000147,227.23,1.22,9.82,1471.74,297.8,-4.168,51.881,12
GB_0000150,270.37,1.23,8.93,1684.14,169.6,-4.07,52.376,12
GB_0000151,278.47,2.06,8.34,1553.74,471.3,-3.853,52.6,10
GB_0000153,176.71,1.75,9.73,1132.71,18.1,-4.381,52.937,12
GB_0000155,239.73,1.41,9.43,969.07,227.1,-2.991,53.08,12
GB_0000157,383.77,1.98,8.34,1642.92,53.9,-3.673,52.863,10
GB_0000160,239.66,1.35,9.39,1100.6,660,-2.343,53.438,12
GB_0000161,188.21,1,9.84,991.75,72.5,-2.225,53.33,12
GB_0000162,219.96,1.45,8.63,1485.53,1145,-2.627,53.777,12
GB_0000165,241.87,1.87,8.76,1640.17,209,-2.754,54.28,12
GB_0000167,220.91,1.23,8.88,1621.16,125.5,-3.528,54.44,12
GB_0000168,260.25,2.6,8.83,1649.06,663,-3.491,54.66,10
GB_0000169,274.38,2.76,8.84,1644.28,116.6,-3.347,54.64,10
GB_0000171,250.79,1.4,8.1,1366.92,2286.5,-2.951,54.905,12
GB_0000173,260.86,1.69,7.86,1332.39,319,-2.916,55.074,12
GB_0000174,229.16,1.37,7.89,1505.28,925,-3.266,55.021,12
GB_0000176,330.32,1.8,7.65,1762.01,471,-3.798,55.275,12
GB_0000177,161.47,0.8,8.39,1401.78,199,-3.839,54.93,12
GB_0000178,223.71,1.77,8.55,1608.06,368,-4.48,54.957,12
GB_0000179,186.23,0.89,9.03,1517.03,171,-4.839,54.901,12
GB_0000180,205.13,1.61,8.42,1475.27,245.5,-4.806,55.259,12
GB_0000181,149.48,0.76,8.7,1360.34,380.7,-4.627,55.598,12
GB_0000183,142.39,0.9,8.25,1428.28,33.9,-4.019,55.929,12
GB_0000184,336.13,0.69,7.75,1723.78,110.3,-3.696,55.515,12
GB_0000185,236.7,2.39,7.74,1885.75,784.3,-4.575,55.989,10
GB_0000187,227.92,2.87,8.79,1977.35,30.8,-4.978,55.996,10
GB_0000189,353.11,4.03,7,2580.49,137.8,-5.429,57.43,10
GB_0000190,314.36,3.31,7.68,2429.74,441.1,-5.6,57.761,10
GB_0000192,175.23,0.77,7.58,1206.17,204.6,-3.902,58.479,12
GB_0000193,451.92,2.35,6.95,2581.55,120.5,-4.8646,57.5329,10
GB_0000198,96.68,0.34,9.78,871.43,258,-2.373,52.555,12
GB_0000200,394.3,3.45,6.89,2361.14,251.2,-4.857,56.438,10
GB_0000203,82.08,0.99,11.34,876.76,22.5,-1.249,50.648,12
GB_0000204,157.28,0.66,8.93,1529.12,276.6,-7.285,54.608,12
GB_0000205,166.91,1.01,8.86,1700.36,148.3,-7.416,54.893,12
GB_0000206,106.88,0.67,9.2,1223.37,970.2,-6.734,54.413,12
GB_0000207,139.07,0.98,9.11,1082.93,277.6,-6.221,54.719,12
GB_0000208,144.23,1.32,8.88,1378.82,304.3,-6.513,54.757,12
GB_0000209,98.49,0.61,9.11,1258.79,5209.8,-6.543,54.981,12
GB_0000210,116.99,0.6,8.74,1277.19,299.2,-6.518,55.168,12
GB_0000211,102.33,0.72,9.33,1042.31,491.6,-5.946,54.558,12
GB_0000213,167.56,0.9,8.85,1638.46,1843.8,-7.456,54.816,12
GB_0000215,142.14,1.22,8.93,1463.03,166.3,-7.683,54.313,12
GB_0000216,262.53,0.96,7.96,1551.99,1903.1,-4.12,55.83,12
GB_0000218,488.93,2.39,6.33,1879.16,1670,-3.72,56.7,10
GB_0000221,240.21,1.09,7.9,1294.24,1110,-2.47,55.54,12
GB_0000224,352.27,1.51,8.29,1491.5,427,-1.86,53.94,12
GB_0000236,278.33,1.18,8.83,1284.45,194,-3.57,53.233,12
GB_0000240,57.5,0.34,10.17,673.44,61.6,0.098,53.187,12
GB_0000242,57.5,0.34,10.17,673.44,61.6,0.098,53.187,12
HU_0000012,211.61,1.45,11.54,635.73,82.2,17.57,46.82,12
HU_0000016,337.64,1.62,11.62,673.48,34,18.32,46.25,12
HU_0000019,189.2,0.65,11.74,574.65,72,18.5,47.28,12
HU_0000020,214.63,0.67,11.34,588.64,104,18.27,47.35,12
ID_0000005,580.5543805,2.592832913,24.67521403,2617.26891,731.7315,104.8422,-5.3236,3
ID_0000013,411.1441303,4.266011347,24.64145328,2576.836068,203.5553,110.3881,-7.0056,3
ID_0000022,407.1982108,2.621902842,25.83829802,2434.726641,3138.174,120,-4.3,3
ID_0000023,438.1159499,2.839572954,25.80915246,2462.991795,201.2572,120.1833,-5.2333,3
IE_0000001,95.97,1.13,10.5,1136.79,97,-8.43,51.83,12
IE_0000003,114.03,0.73,10.31,1154.08,423.74,-8.6825,51.7468,12
IE_0000010,148.33,0.79,9.74,1120.01,117,-8.17,52.88,12
IE_0000015,82.19,0.5,9.57,1126.88,260,-7.82,53.74,12
IE_0000016,63.36,0.55,10.35,1312.94,136,-9.52,52.73,12
IE_0000018,78.87,0.63,9.53,1332.43,1974.8,-9.157,54.1036,12
IE_0000021,126.04,0.81,9.17,1227.21,175,-7.18,54.18,12
IE_0000033,83.46,0.16,9.63,1081.68,1683.8,-6.6716,53.6434,12
IE_0000037,62.48,0.54,10.03,1042.44,148,-6.26,52.64,12
IE_0000043,137.71,0.66,9.73,1152.88,2418.3,-7.0922,52.5002,12
IE_0000049,115.83,0.74,9.86,1293.02,422,-7.64,52.39,12
IE_0000053,100.73,0.44,10.05,1236.85,806,-8.7672,52.5336,12
IE_0000057,88.94,0.32,9.49,1164.65,1098.8,-7.7577,53.5627,12
IE_0000059,63.83,0.44,9.73,1261.7,3136.1,-9.0554,53.27,12
IE_0000066,95.81,0.36,9.7,1028.87,2419.4,-6.9815,52.6997,12
IE_0000068,92.95,0.27,9.67,995.47,1063.6,-7.0703,53.1619,12
IE_0000069,66.31,0.25,9.87,1184.99,354.1,-8.8718,53.2139,12
IE_0000071,123.56,0.68,9.7,1066.12,479.3,-7.9206,53.1017,12
IE_0000073,104.27,0.45,10.05,1236.85,770.2,-8.7185,52.5186,12
IE_0000085,83.38,0.52,9.79,1094.15,309.1,-6.414,53.856,12
IN_0000002,327.2930567,0.893571036,26.2179695,1369.328402,1133.291,83.4,21.8886,2
IN_0000005,425.83,1.69,25.67,766.24,2200,72.5458,24.3678,2
IN_0000006,353.72159,1.156565142,26.2397974,784.8257631,278.852,72.5003,24.2856,2
IN_0000009,110.8968709,0.127531729,27.53996996,655.1070988,1663.693,72.0144,23.5483,2
IN_0000010,133.58,0.24,26.99,744.54,6266,70.1811,21.6647,2
IN_0000012,570.0170881,1.45637943,25.10824003,789.8614755,3397.717,73.0072,24.2303,2
IN_0000013,426.7052237,1.124499909,25.87976368,796.6709211,6354.308,72.8069,23.5764,2
IN_0000014,164.0209235,0.281046826,27.28976969,833.4789277,2989.209,72.8839,22.9767,2
IN_0000015,125.4748753,0.2054363,27.37163945,833.8839918,8155.548,72.6803,22.7464,2
IN_0000016,455.81,0.34,25.97,965.81,3880,74.7178,23.3497,2
IN_0000017,437.3472713,0.604144537,25.84207016,847.9298077,1249.237,74.4672,24.0786,2
IN_0000018,387.64,0.66,26.06,745.16,8329,74.2236,23.8728,2
IN_0000019,389.73,0.57,26.4,873.44,16247,74.1333,23.7594,2
IN_0000020,363.5428529,0.442568613,26.39838835,903.7201944,3541.585,74.3197,23.0542,2
IN_0000021,306.7,0.48,26.46,874.3,32510,73.1408,22.5347,2
IN_0000022,57.62222267,0.177166951,27.39397929,1031.680535,2536.783,73.0786,22.1108,2
IN_0000023,830.06,1.01,24.42,1268.81,2292,81.0761,22.9478,11
IN_0000024,758.23,0.96,24.8,1293.48,4667,80.5131,22.7358,2
IN_0000025,684.76,0.86,25,1321.19,3919,80.6236,22.7608,2
IN_0000026,426.25,0.45,25.77,1179.86,3950,79.6619,23.3111,2
IN_0000027,556.57,0.66,25.63,1086.1,1508,79.3394,22.9289,2
IN_0000028,565.53,0.7,25.6,1223.76,26453,79.0158,23.0297,2
IN_0000029,631.34,1.03,25.39,1175.01,2270,78.7908,22.9228,2
IN_0000030,547.71,0.7,25.57,1229.72,33953,78.3475,22.9158,2
IN_0000031,523.95,0.72,25.59,1229.52,44548,77.7328,22.7561,2
IN_0000032,504.23,0.79,26.13,1303.48,1729,77.3081,22.4058,2
IN_0000033,505.72,0.7,25.69,1224.95,54027,76.9936,22.4917,2
IN_0000036,458.1,0.64,25.91,1173.04,72809,75.6608,22.1683,2
IN_0000037,437.04,0.7,26.07,1118.67,87892,73.6544,21.885,2
IN_0000039,71.78,0.25,27.9,1224.03,804,72.9625,21.4044,2
IN_0000049,378.14,0.69,26.88,1017.53,63325,73.0253,21.2972,2
IN_0000061,439.72,0.49,26.77,1140.51,268200,80.3958,18.5872,2
IN_0000062,515.59,0.42,26.86,970.55,102900,79.4447,18.8358,2
IN_0000064,568.18,0.52,26.3,867.05,33934,76.7264,19.0206,2
IN_0000069,554.708483,0.101594,25.45170985,1577.213462,41.39413,82.2758,19.0594,2
IN_0000070,619.9,0.28,25.41,1456.77,1968,81.7889,19.2967,2
IN_0000071,506.72,0.75,26.32,1510.87,40000,80.3494,18.8525,2
IN_0000073,643.1,0.6,25.65,1488.51,17270,81.3011,19.0794,2
IN_0000074,694.62,0.65,25.27,1550.72,7380,82.0228,19.1081,2
IN_0000075,795.8,1.03,24.92,1576.55,3545,82.5119,19.1975,11
IN_0000076,532.5687608,1.07123033,26.21182833,1424.738922,1839.405,81.2325,19.0122,2
IN_0000077,602.85,0.31,25.46,1499.36,1523,81.8839,19.2697,2
IN_0000078,373,1.01,27.7,1120.11,3100,79.5042,19.3303,2
IN_0000079,359.12,0.43,27.31,1045.42,47500,79.6156,19.5614,2
IN_0000080,395.04,0.45,27.04,993.95,10240,78.3247,20.5472,2
IN_0000083,514.59,0.3,27.27,933.46,7410,77.6714,19.54,2
IN_0000084,561.4641366,0.275768269,26.95144189,855.1765639,3481.188,77.1494,19.9628,2
IN_0000085,394.9080768,0.362474226,27.5797548,975.6889214,2153.448,77.9869,20.1889,2
IN_0000086,307.67,0.4,27.52,1193.84,4580,78.8114,20.5344,2
IN_0000087,462.68,0.52,26.36,1295.07,35520,79.6478,20.7947,2
IN_0000088,527.47,0.52,25.84,1275.81,8070,80.175,21.8842,2
IN_0000089,608.55,0.5,25.55,1178.53,2970,79.9,22.3819,2
IN_0000090,241.9628748,0.291026307,27.74112428,1404.725819,1872.488,79.6656,20.1936,2
IN_0000091,295.0279618,0.469612834,27.32855992,1611.106876,1739.232,80.0917,20.4219,2
IN_0000092,288.7725442,0.389145279,27.33754246,1560.093839,1756.362,79.9264,20.9122,2
IN_0000093,584.26,0.65,25.7,1143.9,11100,79.2331,21.2167,2
IN_0000094,690.6,0.8,25.01,1193.13,2500,78.8242,21.7189,2
IN_0000095,420.6408451,0.749385361,26.78550388,1537.665949,5339.767,80.2539,21.6256,2
